"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
44, 2792.17941352529, 806.953932867269, 2899.62772653128, 3029.01771390819, 57.8329855411103, 115.68662833999, 62.4266006631403
45, 2682.68277781176, 737.064765570845, 2899.62772653128, 3029.01771390819, 53.3745644797002, 106.708016684705, 62.4266006631403
46, 2508.36488291989, 633.260973775675, 2899.62772653128, 3029.01771390819, 46.7489605711842, 93.3441174716927, 62.4266006631403
47, 2253.80208208152, 476.612934551837, 2899.62772653128, 3029.01771390819, 38.0477479714787, 75.8349153232346, 62.4266006631403
48, 2022.29856636884, 342.792626978867, 2899.62772653128, 3029.01771390819, 31.1367936076184, 61.9183309590984, 62.4266006631403
49, 1800.41781401941, 223.425131670956, 2899.62772653128, 3029.01771390819, 25.6240247788428, 50.8488727271699, 62.4266006631403
50, 1668.60827179595, 142.78043588819, 2899.62772653128, 3029.01771390819, 22.600155153359, 44.7709933549579, 62.4266006631403
51, 1593.15458163735, 96.8062529229066, 2899.62772653128, 3029.01771390819, 21.0120464809472, 41.5798592437614, 62.4266006631403
52, 1559.0306925455, 76.0734680488875, 2899.62772653128, 3029.01771390819, 20.3273356196588, 40.2039892202161, 62.4266006631403
53, 1567.61851227172, 81.2974201834754, 2899.62772653128, 3029.01771390819, 20.4973388247096, 40.5454402002878, 62.4266006631403
54, 1606.8352208892, 105.146795206052, 2899.62772653128, 3029.01771390819, 21.2916680221284, 42.1413965994875, 62.4266006631403
55, 1709.07945789265, 167.49501966802, 2899.62772653128, 3029.01771390819, 23.4948035827639, 46.5689923925367, 62.4266006631403
56, 1837.66699864712, 246.297274776454, 2899.62772653128, 3029.01771390819, 26.5361045435512, 52.6824101039841, 62.4266006631403
57, 2008.0875585142, 351.389630412979, 2899.62772653128, 3029.01771390819, 31.0346650803704, 61.7285690754668, 62.4266006631403
58, 2176.23270726358, 449.164128070795, 2899.62772653128, 3029.01771390819, 35.9975637375909, 71.7083969517171, 62.4266006631403
59, 2243.35847168063, 491.079665479146, 2899.62772653128, 3029.01771390819, 38.1206771091422, 75.9795918881164, 62.4266006631403
60, 2295.79498708794, 520.587206911415, 2899.62772653128, 3029.01771390819, 39.8504025507118, 79.477497396494, 62.4266006631403
61, 2310.81543931437, 530.005257274028, 2899.62772653128, 3029.01771390819, 40.3510593218679, 80.4848582751293, 62.4266006631403
62, 2256.89580747971, 496.222946925601, 2899.62772653128, 3029.01771390819, 38.5737934177858, 76.9090831094134, 62.4266006631403
63, 2200.10811301183, 460.729272743273, 2899.62772653128, 3029.01771390819, 36.7594135195753, 73.258403492738, 62.4266006631403
64, 2167.21265574461, 440.211218456671, 2899.62772653128, 3029.01771390819, 35.7354661339965, 71.1980984345327, 62.4266006631403
65, 2310.58505254937, 529.860381315591, 2899.62772653128, 3029.01771390819, 40.3434090636102, 80.4694820387713, 62.4266006631403
66, 2704.85930786546, 757.960505931736, 2899.62772653128, 3029.01771390819, 54.283862079538, 108.514702813884, 62.4266006631403
67, 2821.96625341877, 832.772133638661, 2899.62772653128, 3029.01771390819, 59.1177086815976, 118.248072676769, 62.4266006631403
68, 2726.97571583929, 772.060253373173, 2899.62772653128, 3029.01771390819, 55.1772122156528, 110.313515081643, 62.4266006631403
69, 2624.2750875994, 706.701262908765, 2899.62772653128, 3029.01771390819, 51.1058129280354, 102.114513855624, 62.4266006631403
70, 2492.02055352548, 622.931220041016, 2899.62772653128, 3029.01771390819, 46.1546423752283, 92.1477003026849, 62.4266006631403
71, 2307.81525062745, 510.414754984084, 2899.62772653128, 3029.01771390819, 39.7945556348665, 79.3508817028776, 62.4266006631403
72, 2061.26803139807, 363.560934725652, 2899.62772653128, 3029.01771390819, 32.2508914317862, 64.1748983927111, 62.4266006631403
73, 1833.83370545481, 240.56530469568, 2899.62772653128, 3029.01771390819, 26.4486711452742, 52.5074529829243, 62.4266006631403
74, 1718.27578706145, 169.731852730858, 2899.62772653128, 3029.01771390819, 23.7145127289031, 47.0110641680514, 62.4266006631403
75, 1627.88903201386, 114.567925057773, 2899.62772653128, 3029.01771390819, 21.7457160640464, 43.0541024570924, 62.4266006631403
76, 1591.37879401255, 92.3389700052719, 2899.62772653128, 3029.01771390819, 20.9927976128411, 41.5411736325904, 62.4266006631403
77, 1596.26471900634, 95.3184674595951, 2899.62772653128, 3029.01771390819, 21.0919173561475, 41.7402347762393, 62.4266006631403
78, 1627.34980892301, 114.245064498147, 2899.62772653128, 3029.01771390819, 21.7341823631654, 43.0308188573463, 62.4266006631403
79, 1705.32414879371, 161.823934788186, 2899.62772653128, 3029.01771390819, 23.4226788610859, 46.4242072889611, 62.4266006631403
80, 1815.54754300685, 229.33416343359, 2899.62772653128, 3029.01771390819, 25.9996908127874, 51.6047674835725, 62.4266006631403
81, 1991.30695189756, 337.650084488498, 2899.62772653128, 3029.01771390819, 30.5688315376164, 60.7922126178168, 62.4266006631403
82, 2090.30451036864, 395.681990229746, 2899.62772653128, 3029.01771390819, 33.4017349712632, 66.4868187595466, 62.4266006631403
83, 2154.23614579443, 435.455154648762, 2899.62772653128, 3029.01771390819, 35.3197334762106, 70.3447233795168, 62.4266006631403
84, 2177.40638280001, 449.896273542725, 2899.62772653128, 3029.01771390819, 36.0334636999886, 71.7804037362583, 62.4266006631403
85, 2198.64152157138, 463.143596489473, 2899.62772653128, 3029.01771390819, 36.6966037786439, 73.1144799755537, 62.4266006631403
86, 2237.61279458745, 487.485642158413, 2899.62772653128, 3029.01771390819, 37.9351499253371, 75.6061137158836, 62.4266006631403
87, 2246.31097053836, 492.925627628423, 2899.62772653128, 3029.01771390819, 38.2159479537765, 76.1712495805901, 62.4266006631403
88, 2202.96061987431, 465.840827879279, 2899.62772653128, 3029.01771390819, 36.8334105486076, 73.3901112811697, 62.4266006631403
89, 2333.79870369282, 541.10885269686, 2899.62772653128, 3029.01771390819, 41.1278374476491, 82.044448018293, 62.4266006631403
90, 2833.10625484848, 833.159878064741, 2899.62772653128, 3029.01771390819, 59.5571446848728, 119.159087649447, 62.4266006631403
91, 2976.31669273344, 925.206431985167, 2976.31669273344, 3116.8041319965, 65.8388990782643, 131.811793864172, 65.8388990782643
92, 2903.38999707913, 878.26495622411, 2976.31669273344, 3116.8041319965, 62.5920153207786, 125.271854067247, 65.8388990782643
93, 2790.19493295851, 805.68419841893, 2976.31669273344, 3116.8041319965, 57.7502012917386, 115.519912920024, 65.8388990782643
94, 2602.0134018683, 685.791113008921, 2976.31669273344, 3116.8041319965, 50.2326605006836, 100.379853972455, 65.8388990782643
95, 2317.23332912165, 516.318890474806, 2976.31669273344, 3116.8041319965, 40.1047759402768, 79.9753172828606, 65.8388990782643
96, 2001.96601707575, 330.211615139434, 2976.31669273344, 3116.8041319965, 30.5773318961629, 60.7932964194458, 65.8388990782643
97, 1787.58390649538, 215.553261909569, 2976.31669273344, 3116.8041319965, 25.3156436189916, 50.2289594729088, 65.8388990782643
98, 1689.58891346854, 155.587157075985, 2976.31669273344, 3116.8041319965, 23.0602579400162, 45.6956712470061, 65.8388990782643
99, 1649.39784627996, 131.060322707912, 2976.31669273344, 3116.8041319965, 22.1861005252387, 43.9389869826364, 65.8388990782643
100, 1661.42760063258, 138.401938460465, 2976.31669273344, 3116.8041319965, 22.4443930142587, 44.4579029479167, 65.8388990782643
101, 1722.58147833674, 175.753711960352, 2976.31669273344, 3116.8041319965, 23.7995715961627, 47.1813676881607, 65.8388990782643
102, 1917.61663508039, 295.508873860177, 2976.31669273344, 3116.8041319965, 28.5797631082564, 56.7912432117898, 65.8388990782643
103, 2329.64130632362, 541.815526058458, 2976.31669273344, 3116.8041319965, 40.985244207388, 81.7612551853469, 65.8388990782643
104, 2656.06248277089, 738.151904870867, 2976.31669273344, 3116.8041319965, 52.9865641747506, 105.918552935734, 65.8388990782643
105, 2664.63148296248, 743.608999597724, 2976.31669273344, 3116.8041319965, 53.3275486879748, 106.604388857424, 65.8388990782643
106, 2715.2816489702, 764.603907499278, 2976.31669273344, 3116.8041319965, 54.7036749538066, 109.360000195092, 65.8388990782643
107, 2658.76875829099, 728.625387995958, 2976.31669273344, 3116.8041319965, 52.4509053990542, 104.822576882889, 65.8388990782643
108, 2628.83799499023, 709.596628072392, 2976.31669273344, 3116.8041319965, 51.2833627227895, 102.472410458355, 65.8388990782643
109, 2586.18915990471, 682.524859681515, 2976.31669273344, 3116.8041319965, 49.6476513234578, 99.1795265835699, 65.8388990782643
110, 2564.53588550051, 668.802428312802, 2976.31669273344, 3116.8041319965, 48.8294867297235, 97.5322283258484, 65.8388990782643
111, 2520.42145659248, 640.874166402447, 2976.31669273344, 3116.8041319965, 47.1912733894129, 94.2346972780226, 65.8388990782643
112, 2474.25885377159, 611.707296207362, 2976.31669273344, 3116.8041319965, 45.5152404033853, 90.8610228028102, 65.8388990782643
113, 2566.44257404785, 670.014465156326, 2976.31669273344, 3116.8041319965, 48.9003916193943, 97.6746261219371, 65.8388990782643
114, 3043.04821253426, 975.01074064393, 3043.04821253426, 3195.43242272137, 68.950012650867, 138.051327994261, 68.950012650867
115, 3252.51340070718, 1092.47366561345, 3252.51340070718, 3431.08468736035, 78.0255737035188, 156.321879018705, 78.0255737035188
116, 3223.0193763455, 1073.26999317812, 3252.51340070718, 3431.08468736035, 76.5679393410198, 153.38562204341, 78.0255737035188
117, 3102.31074365022, 994.940135671638, 3252.51340070718, 3431.08468736035, 70.7671843663899, 141.698634566608, 78.0255737035188
118, 2863.22731315322, 847.776686081537, 3252.51340070718, 3431.08468736035, 60.1276892909459, 120.263894407333, 78.0255737035188
119, 2490.26059353702, 624.302239608115, 3252.51340070718, 3431.08468736035, 45.5757706642446, 90.9510423379628, 78.0255737035188
120, 2135.4000580655, 419.762098228033, 3252.51340070718, 3431.08468736035, 34.385978806253, 68.4545152540183, 78.0255737035188
121, 1910.11051762582, 290.90871565821, 3252.51340070718, 3431.08468736035, 28.3853528009129, 56.399559482064, 78.0255737035188
122, 1800.34317067338, 223.403819540105, 3252.51340070718, 3431.08468736035, 25.624402954407, 50.8489510401141, 78.0255737035188
123, 1751.79321156483, 193.640620255621, 3252.51340070718, 3431.08468736035, 24.4739057278887, 48.5364606828118, 78.0255737035188
124, 1739.89476095928, 186.362068319199, 3252.51340070718, 3431.08468736035, 24.1981533144807, 47.9820680190513, 78.0255737035188
125, 1797.2910504176, 221.538070877081, 3252.51340070718, 3431.08468736035, 25.5502611006391, 50.6996680075121, 78.0255737035188
126, 1978.45857495802, 333.098536347985, 3252.51340070718, 3431.08468736035, 30.2165252842721, 60.0815996214937, 78.0255737035188
127, 2354.05281220329, 553.831747679773, 3252.51340070718, 3431.08468736035, 41.8180180839531, 83.4334087003918, 78.0255737035188
128, 2710.56710953252, 761.598401761121, 3252.51340070718, 3431.08468736035, 54.5135227396936, 108.977125606839, 78.0255737035188
129, 2707.3638419714, 759.555515061066, 3252.51340070718, 3431.08468736035, 54.3844804677887, 108.71724874201, 78.0255737035188
130, 2740.50235760204, 780.692622537809, 3252.51340070718, 3431.08468736035, 55.726827301003, 111.419644087488, 78.0255737035188
131, 2731.20444540442, 774.757558173078, 3252.51340070718, 3431.08468736035, 55.349062173487, 110.659533351759, 78.0255737035188
132, 2682.93465350857, 743.989316766366, 3252.51340070718, 3431.08468736035, 53.4085838347224, 106.752873787956, 78.0255737035188
133, 2642.88756766195, 718.52739615431, 3252.51340070718, 3431.08468736035, 51.828855713462, 103.570197667242, 78.0255737035188
134, 2626.56359855204, 708.1533441465, 3252.51340070718, 3431.08468736035, 51.1948988210947, 102.294150120526, 78.0255737035188
135, 2607.71039231495, 696.181974244032, 3252.51340070718, 3431.08468736035, 50.4683634648411, 100.831496308589, 78.0255737035188
136, 2595.28306885688, 688.296905411445, 3252.51340070718, 3431.08468736035, 49.9928812355287, 99.8741880636272, 78.0255737035188
137, 2766.68131751285, 797.418277202207, 3252.51340070718, 3431.08468736035, 56.8026138871316, 113.584540936729, 78.0255737035188
138, 3133.43002395563, 1021.86729962956, 3252.51340070718, 3431.08468736035, 72.2969205748472, 144.775295309036, 78.0255737035188
139, 3271.84312055707, 1111.80566813406, 3271.84312055707, 3455.58522528842, 79.0609524660301, 158.401080931581, 79.0609524660301
140, 3213.64261154679, 1073.92553803667, 3271.84312055707, 3455.58522528842, 76.1732860060511, 152.584069000913, 79.0609524660301
141, 3067.2306763074, 979.042863461613, 3271.84312055707, 3455.58522528842, 69.188055624766, 138.511045781761, 79.0609524660301
142, 2836.84674538956, 830.882789672609, 3271.84312055707, 3455.58522528842, 59.0135239552528, 118.020658546875, 79.0609524660301
143, 2467.37136307182, 609.874986788541, 3271.84312055707, 3455.58522528842, 44.7622008386037, 89.3139975412148, 79.0609524660301
144, 2107.90946799656, 402.678817347619, 3271.84312055707, 3455.58522528842, 33.5724962484292, 66.8184812261703, 79.0609524660301
145, 1882.97246836144, 274.19044611951, 3271.84312055707, 3455.58522528842, 27.6821333604891, 54.9856819991916, 79.0609524660301
146, 1759.62708042503, 198.444019144199, 3271.84312055707, 3455.58522528842, 24.6563592918729, 48.9030529075441, 79.0609524660301
147, 1698.99482490196, 161.346320033515, 3271.84312055707, 3455.58522528842, 23.2713333094323, 46.1194280473451, 79.0609524660301
148, 1684.36920156836, 152.420702119413, 3271.84312055707, 3455.58522528842, 22.9468505322555, 45.467141043133, 79.0609524660301
149, 1734.37774803889, 182.994306183029, 3271.84312055707, 3455.58522528842, 24.0708360045857, 47.7259511231795, 79.0609524660301
150, 1913.57685150304, 293.044992239814, 3271.84312055707, 3455.58522528842, 28.4761841229398, 56.5821983217497, 79.0609524660301
151, 2261.15924509491, 502.214515566008, 3271.84312055707, 3455.58522528842, 38.6981517760433, 77.1415583850868, 79.0609524660301
152, 2598.4393069282, 701.508869948028, 3271.84312055707, 3455.58522528842, 50.719443310153, 101.353549135556, 79.0609524660301
153, 2629.96385842937, 721.545207148297, 3271.84312055707, 3455.58522528842, 51.9501243403887, 103.830645039964, 79.0609524660301
154, 2687.98520149688, 747.210752406275, 3271.84312055707, 3455.58522528842, 53.608501402497, 107.154887922892, 79.0609524660301
155, 2694.4305578752, 751.315411369152, 3271.84312055707, 3455.58522528842, 53.8654858229398, 107.672144238539, 79.0609524660301
156, 2682.32688089267, 743.605945559718, 3271.84312055707, 3455.58522528842, 53.3833935498171, 106.701703536886, 79.0609524660301
157, 2628.49398454952, 709.381091433282, 3271.84312055707, 3455.58522528842, 51.2691354642168, 102.44332281115, 79.0609524660301
158, 2613.9018668411, 700.112885546097, 3271.84312055707, 3455.58522528842, 50.7061366929624, 101.310133814856, 79.0609524660301
159, 2588.37139464881, 683.911669216142, 3271.84312055707, 3455.58522528842, 49.7300984289816, 99.345308381654, 79.0609524660301
160, 2597.94957036505, 689.990857010875, 3271.84312055707, 3455.58522528842, 50.0940703075576, 100.077652920686, 79.0609524660301
161, 2738.65041958341, 779.519124971665, 3271.84312055707, 3455.58522528842, 55.6512276819478, 111.266172593785, 79.0609524660301
162, 3145.87002332819, 1023.16502024217, 3271.84312055707, 3455.58522528842, 72.8281353980141, 145.850430626383, 79.0609524660301
163, 3272.93517329033, 1105.77863642899, 3272.93517329033, 3455.58522528842, 79.0446171574579, 158.374845330852, 79.0609524660301
164, 3214.68419999087, 1067.85173735877, 3272.93517329033, 3455.58522528842, 76.1574330169176, 152.558040733117, 79.0609524660301
165, 3087.0930877507, 985.105990135875, 3272.93517329033, 3455.58522528842, 70.0541021099447, 140.259832842803, 79.0609524660301
166, 2838.31973382339, 831.825407971192, 3272.93517329033, 3455.58522528842, 59.0747560012261, 118.143684596945, 79.0609524660301
167, 2471.60117149564, 612.54003991212, 3272.93517329033, 3455.58522528842, 44.9118209861185, 89.6150556348976, 79.0609524660301
168, 2105.4327667012, 401.140700373834, 3272.93517329033, 3455.58522528842, 33.4998866585078, 66.672456034161, 79.0609524660301
169, 1876.80450622997, 270.393375715666, 3272.93517329033, 3455.58522528842, 27.5241925746186, 54.6681394590021, 79.0609524660301
170, 1755.18489705437, 195.723493838468, 3272.93517329033, 3455.58522528842, 24.5525770953578, 48.6944455374491, 79.0609524660301
171, 1697.26303157944, 160.288949268709, 3272.93517329033, 3455.58522528842, 23.2327256916297, 46.0418246374804, 79.0609524660301
172, 1681.65546917794, 150.763820755114, 3272.93517329033, 3455.58522528842, 22.8871416725073, 45.3471456193727, 79.0609524660301
173, 1736.59237213226, 184.34970560741, 3272.93517329033, 3455.58522528842, 24.1216525535311, 47.8280732334982, 79.0609524660301
174, 1919.74445070527, 296.847688873757, 3272.93517329033, 3455.58522528842, 28.6382841053189, 56.9081241785199, 79.0609524660301
175, 2287.17377940909, 515.184386874715, 3272.93517329033, 3455.58522528842, 39.5650620337381, 78.9034050623077, 79.0609524660301
176, 2613.26990295305, 710.931340415378, 3272.93517329033, 3455.58522528842, 51.2968070401761, 102.516031492964, 79.0609524660301
177, 2628.77418773019, 720.788314338476, 3272.93517329033, 3455.58522528842, 51.9037096032965, 103.737377003745, 79.0609524660301
178, 2646.31635342159, 731.948319051676, 3272.93517329033, 3455.58522528842, 52.5970794558735, 105.133446203897, 79.0609524660301
179, 2684.26287905415, 744.84044281275, 3272.93517329033, 3455.58522528842, 53.4602384914443, 106.856369367374, 79.0609524660301
180, 2665.71710866476, 733.045573623479, 3272.93517329033, 3455.58522528842, 52.7245555128415, 105.37353107223, 79.0609524660301
181, 2613.62101371199, 699.935495519935, 3272.93517329033, 3455.58522528842, 50.6950792047153, 101.287767782087, 79.0609524660301
182, 2573.02989354841, 674.182050998823, 3272.93517329033, 3455.58522528842, 49.1496515149889, 98.176961968153, 79.0609524660301
183, 2569.6944472152, 672.073756298782, 3272.93517329033, 3455.58522528842, 49.0230280736491, 97.9216429087538, 79.0609524660301
184, 2572.15926293051, 673.636648214583, 3272.93517329033, 3455.58522528842, 49.1157470451199, 98.1082290832569, 79.0609524660301
185, 2737.15640858975, 778.565949132283, 3272.93517329033, 3455.58522528842, 55.5901991245698, 111.143254198315, 79.0609524660301
186, 3069.34043768599, 992.014379504778, 3272.93517329033, 3455.58522528842, 70.1810458057835, 140.531084627847, 79.0609524660301
187, 3206.67489344337, 1062.64522064085, 3272.93517329033, 3455.58522528842, 75.7653289206046, 151.768023460013, 79.0609524660301
188, 3161.35194763834, 1033.20625958224, 3272.93517329033, 3455.58522528842, 73.5693194237013, 147.343640275466, 79.0609524660301
189, 3035.7528868697, 951.928969890108, 3272.93517329033, 3455.58522528842, 67.6851687216051, 135.487852646594, 79.0609524660301
190, 2801.70190721731, 808.446897845834, 3272.93517329033, 3455.58522528842, 57.5541660463389, 115.080427535573, 79.0609524660301
191, 2446.93984051064, 597.009308846889, 3272.93517329033, 3455.58522528842, 44.0439118584975, 87.8686485630628, 79.0609524660301
192, 2103.94663944812, 400.21784106852, 3272.93517329033, 3455.58522528842, 33.4563716176555, 66.5849431871769, 79.0609524660301
193, 1860.79334215851, 260.540565075578, 3272.93517329033, 3455.58522528842, 27.1176277489788, 53.8508455250989, 79.0609524660301
194, 1737.16979550897, 184.695661870731, 3272.93517329033, 3455.58522528842, 24.1353934591266, 47.8559073190352, 79.0609524660301
195, 1670.12513299567, 143.718745747811, 3272.93517329033, 3455.58522528842, 22.6352730345058, 44.8411300053552, 79.0609524660301
196, 1648.34348696912, 130.440760853175, 3272.93517329033, 3455.58522528842, 22.1650865779834, 43.8960904706209, 79.0609524660301
197, 1691.69356049016, 156.901639337165, 3272.93517329033, 3455.58522528842, 23.1082771671292, 45.7913789545946, 79.0609524660301
198, 1873.36173823928, 268.273975598538, 3272.93517329033, 3455.58522528842, 27.4363671545001, 54.4915751464591, 79.0609524660301
199, 2219.19127124881, 475.974884737797, 3272.93517329033, 3455.58522528842, 37.346815311498, 74.4227900338317, 79.0609524660301
200, 2575.42372857065, 690.242802370605, 3272.93517329033, 3455.58522528842, 49.8415073352569, 99.5878416906575, 79.0609524660301
201, 2597.94531545856, 701.195119223816, 3272.93517329033, 3455.58522528842, 50.7002854625001, 101.314977937815, 79.0609524660301
202, 2656.49075066085, 738.424443117629, 3272.93517329033, 3455.58522528842, 53.0022835436443, 105.949479177699, 79.0609524660301
203, 2667.83702083671, 745.650409389245, 3272.93517329033, 3455.58522528842, 53.4559278915107, 106.862856001476, 79.0609524660301
204, 2699.15205725448, 754.323817930037, 3272.93517329033, 3455.58522528842, 54.0548433855487, 108.053579959115, 79.0609524660301
205, 2657.52845476907, 727.836498427588, 3272.93517329033, 3455.58522528842, 52.4021612991981, 104.72444257542, 79.0609524660301
206, 2630.07122431513, 710.3803638275, 3272.93517329033, 3455.58522528842, 51.3311102975227, 102.568510256689, 79.0609524660301
207, 2593.36911514242, 687.079608754187, 3272.93517329033, 3455.58522528842, 49.9205518388011, 99.7288523640992, 79.0609524660301
208, 2612.56281157803, 699.266099869087, 3272.93517329033, 3455.58522528842, 50.653764015293, 101.204314097496, 79.0609524660301
209, 2780.07931745426, 805.9810995224, 3272.93517329033, 3455.58522528842, 57.3582092702412, 114.703310448436, 79.0609524660301
210, 3038.58394655127, 972.12548428082, 3272.93517329033, 3455.58522528842, 68.7423057640433, 137.632941200765, 79.0609524660301
211, 3152.84770119326, 1027.69053874774, 3272.93517329033, 3455.58522528842, 73.1616499541226, 146.522344461852, 79.0609524660301
212, 3022.5432911355, 943.404061528167, 3272.93517329033, 3455.58522528842, 67.0836572191449, 134.27621593456, 79.0609524660301
213, 2875.68200816231, 855.759064991497, 3272.93517329033, 3455.58522528842, 60.6585532696106, 121.332897437419, 79.0609524660301
214, 2669.11745807294, 727.332853814141, 3272.93517329033, 3455.58522528842, 52.2368372770453, 104.376553339462, 79.0609524660301
215, 2422.82101069967, 581.834631676774, 3272.93517329033, 3455.58522528842, 43.2064885615301, 86.1839895486988, 79.0609524660301
216, 2129.20855488572, 415.912845894539, 3272.93517329033, 3455.58522528842, 34.2015569276957, 68.0836093330829, 79.0609524660301
217, 1903.44945950198, 286.80342536196, 3272.93517329033, 3455.58522528842, 28.2114932146334, 56.049994836627, 79.0609524660301
