"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
793, 1877.54446893543, 270.848850807814, 3272.93517329033, 3455.58522528842, 27.5431036394838, 54.7061602309219, 79.0609524660301
794, 1745.80780494623, 189.982238837231, 3272.93517329033, 3455.58522528842, 24.3346923601372, 48.2564959104573, 79.0609524660301
795, 1685.41965055127, 153.055055494152, 3272.93517329033, 3455.58522528842, 22.9703303646336, 45.514478693291, 79.0609524660301
796, 1673.75218357443, 145.94040522739, 3272.93517329033, 3455.58522528842, 22.7139672959877, 44.9991040920005, 79.0609524660301
797, 1692.46726593347, 157.370934314641, 3272.93517329033, 3455.58522528842, 23.1256032182915, 45.8262792950226, 79.0609524660301
798, 1853.6239983911, 256.131733523208, 3272.93517329033, 3455.58522528842, 26.9368989198156, 53.4874204225542, 79.0609524660301
799, 2231.288334566, 483.533551302165, 3272.93517329033, 3455.58522528842, 37.7329632493739, 75.1996673792875, 79.0609524660301
800, 2558.37794913047, 679.432701685742, 3272.93517329033, 3455.58522528842, 49.1898774845781, 98.2759630212107, 79.0609524660301
801, 2623.65142988851, 717.530665331123, 3272.93517329033, 3455.58522528842, 51.7034472857224, 103.334789938133, 79.0609524660301
802, 2732.65155723496, 775.682261160072, 3272.93517329033, 3455.58522528842, 55.4078584127667, 110.777902140995, 79.0609524660301
803, 2740.58025023082, 780.741332497362, 3272.93517329033, 3455.58522528842, 55.7307569795535, 111.427884252839, 79.0609524660301
804, 2715.3733755739, 764.659330203601, 3272.93517329033, 3455.58522528842, 54.7079338935752, 109.368803737744, 79.0609524660301
805, 2725.68448350927, 771.237602573196, 3272.93517329033, 3455.58522528842, 55.1242497057828, 110.2066140345, 79.0609524660301
806, 2663.4834727974, 731.624508943521, 3272.93517329033, 3455.58522528842, 52.6364866194475, 105.196215768782, 79.0609524660301
807, 2602.45494308354, 692.848196288562, 3272.93517329033, 3455.58522528842, 50.2666598158064, 100.425281750361, 79.0609524660301
808, 2585.6175387349, 682.16569646108, 3272.93517329033, 3455.58522528842, 49.6253005164262, 99.1342397039785, 79.0609524660301
809, 2663.97355733754, 731.936432129321, 3272.93517329033, 3455.58522528842, 52.6557225038837, 105.234950205041, 79.0609524660301
810, 2919.00325440734, 895.042083781551, 3272.93517329033, 3455.58522528842, 63.3198370238033, 126.711091151411, 79.0609524660301
811, 3233.07756866693, 1079.81933301935, 3272.93517329033, 3455.58522528842, 77.0622797231037, 154.380970436048, 79.0609524660301
812, 3157.87272189097, 1030.94841242101, 3272.93517329033, 3455.58522528842, 73.4025046240884, 147.007639721098, 79.0609524660301
813, 3056.68811010117, 965.449210014793, 3272.93517329033, 3455.58522528842, 68.6451803835846, 137.421663865271, 79.0609524660301
814, 2841.05980419609, 833.579399395531, 3272.93517329033, 3455.58522528842, 59.1900254953637, 118.375792092641, 79.0609524660301
815, 2479.31375124466, 617.400664784811, 3272.93517329033, 3455.58522528842, 45.185480450795, 90.1657037640318, 79.0609524660301
816, 2117.81592716375, 408.832658991568, 3272.93517329033, 3455.58522528842, 33.8640469294362, 67.4048247472435, 79.0609524660301
817, 1873.84391524621, 268.571150881801, 3272.93517329033, 3455.58522528842, 27.4486299972834, 54.5162208860691, 79.0609524660301
818, 1759.37962469647, 198.292527505915, 3272.93517329033, 3455.58522528842, 24.6505639771855, 48.8914018569022, 79.0609524660301
819, 1714.27424733345, 170.686915734748, 3272.93517329033, 3455.58522528842, 23.6140226109763, 46.8081241155806, 79.0609524660301
820, 1683.650651133, 151.979634069037, 3272.93517329033, 3455.58522528842, 22.9311395729656, 45.4356180105003, 79.0609524660301
821, 1725.50562254602, 177.56594030301, 3272.93517329033, 3455.58522528842, 23.8680782392286, 47.3184529916152, 79.0609524660301
822, 1907.40894104169, 289.243030886299, 3272.93517329033, 3455.58522528842, 28.3147732511537, 56.2576603305677, 79.0609524660301
823, 2294.33430514522, 519.671360600285, 3272.93517329033, 3455.58522528842, 39.8021592831303, 79.3805071335537, 79.0609524660301
824, 2589.70444827628, 699.267594470737, 3272.93517329033, 3455.58522528842, 50.3862863462842, 100.685942357056, 79.0609524660301
825, 2597.20364842726, 700.724072233147, 3272.93517329033, 3455.58522528842, 50.6715259065662, 101.25707153186, 79.0609524660301
826, 2613.94124989374, 711.358239273073, 3272.93517329033, 3455.58522528842, 51.3218907194056, 102.565898720018, 79.0609524660301
827, 2600.6806972712, 702.931369701515, 3272.93517329033, 3455.58522528842, 50.8060798034907, 101.527697257315, 79.0609524660301
828, 2590.04458930335, 696.176892107701, 3272.93517329033, 3455.58522528842, 50.3940656858325, 100.698124267634, 79.0609524660301
829, 2565.85951047043, 680.828015033145, 3272.93517329033, 3455.58522528842, 49.4656558123349, 98.8290691352023, 79.0609524660301
830, 2523.64022712016, 654.070849148709, 3272.93517329033, 3455.58522528842, 47.8712686520856, 95.6193591629372, 79.0609524660301
831, 2493.44671305013, 634.967232109677, 3272.93517329033, 3455.58522528842, 46.7510465965798, 93.3640513809763, 79.0609524660301
832, 2522.44970642124, 653.325375685653, 3272.93517329033, 3455.58522528842, 47.8250617878662, 95.5255705157479, 79.0609524660301
833, 2570.59613612545, 683.83826546806, 3272.93517329033, 3455.58522528842, 49.6448461109481, 99.1890260716965, 79.0609524660301
834, 2885.72451002171, 863.581059501139, 3272.93517329033, 3455.58522528842, 61.8078988982074, 123.689706159453, 79.0609524660301
835, 3175.80633604521, 1039.2127636596, 3272.93517329033, 3455.58522528842, 74.2518099483624, 148.741512102163, 79.0609524660301
836, 3138.58966394798, 1015.05954866372, 3272.93517329033, 3455.58522528842, 72.4701959125965, 145.152576933417, 79.0609524660301
837, 3016.55631586908, 939.542289631419, 3272.93517329033, 3455.58522528842, 66.8123916124745, 133.729986838915, 79.0609524660301
838, 2790.49410211754, 801.285179030154, 3272.93517329033, 3455.58522528842, 57.0916921578628, 114.149247759369, 79.0609524660301
839, 2441.71497234451, 593.720714149476, 3272.93517329033, 3455.58522528842, 43.8615043678765, 87.5016320991825, 79.0609524660301
840, 2076.20689387988, 383.002431020746, 3272.93517329033, 3455.58522528842, 32.6515421070378, 64.9663923798092, 79.0609524660301
841, 1847.96274398911, 252.650414710223, 3272.93517329033, 3455.58522528842, 26.795084209658, 53.2023947795423, 79.0609524660301
842, 1727.05117146455, 178.505325200707, 3272.93517329033, 3455.58522528842, 23.9036700764862, 47.3901565769458, 79.0609524660301
843, 1669.86394815028, 143.561359661258, 3272.93517329033, 3455.58522528842, 22.6295138502806, 44.829523008948, 79.0609524660301
844, 1651.54726268912, 132.39474399456, 3272.93517329033, 3455.58522528842, 22.2336306070108, 44.0338235884869, 79.0609524660301
845, 1709.19732639187, 167.596700277274, 3272.93517329033, 3455.58522528842, 23.4989032849193, 46.5764110368202, 79.0609524660301
846, 1893.0994291516, 280.426298923113, 3272.93517329033, 3455.58522528842, 27.9429980302659, 55.510171847333, 79.0609524660301
847, 2270.29306733764, 507.931428312202, 3272.93517329033, 3455.58522528842, 38.9966068098455, 77.7420464885362, 79.0609524660301
848, 2619.20222231694, 714.702035875798, 3272.93517329033, 3455.58522528842, 51.5289224942959, 102.983387160618, 79.0609524660301
849, 2682.77383770683, 743.892354135533, 3272.93517329033, 3455.58522528842, 53.4010016133999, 106.737099867682, 79.0609524660301
850, 2700.59994995289, 755.246420232157, 3272.93517329033, 3455.58522528842, 54.1122104428894, 108.168775112169, 79.0609524660301
851, 2743.69914906379, 782.732459177505, 3272.93517329033, 3455.58522528842, 55.8572231995197, 111.682081440908, 79.0609524660301
852, 2762.63088504104, 794.820860118942, 3272.93517329033, 3455.58522528842, 56.6357986722438, 113.250135928899, 79.0609524660301
853, 2731.7661871532, 775.115486067192, 3272.93517329033, 3455.58522528842, 55.3725448782888, 110.707092385642, 79.0609524660301
854, 2714.10769022081, 763.853725449267, 3272.93517329033, 3455.58522528842, 54.6566192390744, 109.265382643244, 79.0609524660301
855, 2670.43207192401, 736.045717792106, 3272.93517329033, 3455.58522528842, 52.9107650608379, 105.748441014972, 79.0609524660301
856, 2696.16864726192, 752.433616242252, 3272.93517329033, 3455.58522528842, 53.933885404881, 107.808177140842, 79.0609524660301
857, 2768.18810085662, 798.381446423743, 3272.93517329033, 3455.58522528842, 56.8651972925939, 113.71069227091, 79.0609524660301
858, 3007.56205180626, 952.092309225985, 3272.93517329033, 3455.58522528842, 67.3099294320927, 134.747711260323, 79.0609524660301
859, 3248.52650525421, 1089.87703805154, 3272.93517329033, 3455.58522528842, 77.8273881461212, 155.922557283485, 79.0609524660301
860, 3186.77644905742, 1049.71251881167, 3272.93517329033, 3455.58522528842, 74.7964826469963, 149.816055833085, 79.0609524660301
861, 3055.44177176224, 964.643980308349, 3272.93517329033, 3455.58522528842, 68.5877986781845, 137.306075318074, 79.0609524660301
862, 2847.28672050845, 837.566147434331, 3272.93517329033, 3455.58522528842, 59.4524993215673, 118.904313898505, 79.0609524660301
863, 2490.5094903261, 624.459193686801, 3272.93517329033, 3455.58522528842, 45.5846701387511, 90.9689499156585, 79.0609524660301
864, 2120.29258145307, 410.371541061953, 3272.93517329033, 3455.58522528842, 33.9372164413542, 67.5519788939838, 79.0609524660301
865, 1866.71487239638, 264.183443164104, 3272.93517329033, 3455.58522528842, 27.2675058843774, 54.1521700362573, 79.0609524660301
866, 1764.0675269575, 201.164166650141, 3272.93517329033, 3455.58522528842, 24.7604497630784, 49.112276394952, 79.0609524660301
867, 1689.88029244811, 155.777465601366, 3272.93517329033, 3455.58522528842, 23.0689597022064, 45.7127432131387, 79.0609524660301
868, 1672.77208466377, 145.341525198963, 3272.93517329033, 3455.58522528842, 22.6926122358782, 44.9562044058993, 79.0609524660301
869, 1706.76101554408, 166.105323537255, 3272.93517329033, 3455.58522528842, 23.4443491388007, 46.4668427314915, 79.0609524660301
870, 1869.41481795111, 265.84509449947, 3272.93517329033, 3455.58522528842, 27.3359250621772, 54.2896424949593, 79.0609524660301
871, 2225.60991299499, 479.984996653581, 3272.93517329033, 3455.58522528842, 37.5513639862833, 74.8343124230873, 79.0609524660301
872, 2598.68658487007, 701.665927871741, 3272.93517329033, 3455.58522528842, 50.7290358444632, 101.372862868815, 79.0609524660301
873, 2696.174298893, 752.426719095165, 3272.93517329033, 3455.58522528842, 53.935593014315, 107.813472745234, 79.0609524660301
874, 2781.530217608, 806.89869700425, 3272.93517329033, 3455.58522528842, 57.4193971583278, 114.828169488944, 79.0609524660301
875, 2794.90340690505, 815.450914615666, 3272.93517329033, 3455.58522528842, 57.977525943672, 115.952015351529, 79.0609524660301
876, 2760.31468383457, 793.340565525909, 3272.93517329033, 3455.58522528842, 56.5418827039546, 113.061726620092, 79.0609524660301
877, 2685.5304338918, 745.646351647351, 3272.93517329033, 3455.58522528842, 53.5107178083585, 106.958009641949, 79.0609524660301
878, 2791.45072719767, 813.242367263026, 3272.93517329033, 3455.58522528842, 57.8331718749439, 115.661356688369, 79.0609524660301
879, 2739.62263767669, 780.129619643535, 3272.93517329033, 3455.58522528842, 55.6920204211781, 111.3500562937, 79.0609524660301
880, 2790.96524854955, 812.931975983277, 3272.93517329033, 3455.58522528842, 57.8130346521507, 115.620883847758, 79.0609524660301
881, 2809.27864021572, 824.649026715565, 3272.93517329033, 3455.58522528842, 58.5812545520627, 117.16769866189, 79.0609524660301
882, 3100.33374540994, 1012.08239113807, 3272.93517329033, 3455.58522528842, 71.6489309160028, 143.487894898854, 79.0609524660301
883, 3243.04470327363, 1086.30749036238, 3272.93517329033, 3455.58522528842, 77.5553856956624, 155.374507832585, 79.0609524660301
884, 3145.41923380104, 1022.87031446694, 3272.93517329033, 3455.58522528842, 72.8068388449934, 145.807637343475, 79.0609524660301
885, 2974.38665618292, 915.731820955153, 3272.93517329033, 3455.58522528842, 64.9307852353553, 129.941514094837, 79.0609524660301
886, 2770.34238784614, 788.417024334085, 3272.93517329033, 3455.58522528842, 56.2667973007183, 112.488856414174, 79.0609524660301
887, 2505.73193826202, 630.678072469559, 3272.93517329033, 3455.58522528842, 46.1299502106638, 92.0627460034607, 79.0609524660301
888, 2187.80921773176, 449.027054694858, 3272.93517329033, 3455.58522528842, 35.9812888971066, 71.6590732885705, 79.0609524660301
889, 1973.96886702402, 316.339641820011, 3272.93517329033, 3455.58522528842, 29.8194288282596, 59.2675707355387, 79.0609524660301
890, 1831.43704886895, 242.493862894568, 3272.93517329033, 3455.58522528842, 26.3840458483323, 52.3760170894371, 79.0609524660301
891, 1738.89532928315, 185.751801534639, 3272.93517329033, 3455.58522528842, 24.1750804830946, 47.9356696587998, 79.0609524660301
892, 1722.87073679135, 175.947498881739, 3272.93517329033, 3455.58522528842, 23.8085439441646, 47.1989896525633, 79.0609524660301
893, 1726.05318328677, 177.895796664613, 3272.93517329033, 3455.58522528842, 23.8808415583506, 47.3442374811979, 79.0609524660301
894, 1772.38875750568, 206.266609606946, 3272.93517329033, 3455.58522528842, 24.9561058997268, 49.5053777193906, 79.0609524660301
895, 1895.57045077814, 281.948328270788, 3272.93517329033, 3455.58522528842, 28.0069631097588, 55.6387952340697, 79.0609524660301
896, 2112.53176446791, 409.49737064732, 3272.93517329033, 3455.58522528842, 34.0599763404758, 67.8107275079182, 79.0609524660301
897, 2392.15282309602, 574.433122147232, 3272.93517329033, 3455.58522528842, 43.121790859499, 86.0595012847396, 79.0609524660301
898, 2633.78612045444, 723.975828266919, 3272.93517329033, 3455.58522528842, 52.1023807563181, 104.138033320274, 79.0609524660301
899, 2773.52283085425, 795.02470441454, 3272.93517329033, 3455.58522528842, 57.0572894271541, 114.124343655405, 79.0609524660301
900, 2789.86907843385, 805.477336826916, 3272.93517329033, 3455.58522528842, 57.7357517709166, 115.490419730694, 79.0609524660301
901, 2767.89687214599, 791.426153760428, 3272.93517329033, 3455.58522528842, 56.8251880156629, 113.65710309869, 79.0609524660301
902, 2718.67440684166, 760.002657177904, 3272.93517329033, 3455.58522528842, 54.8150580435858, 109.608745112853, 79.0609524660301
903, 2522.76796112644, 642.366646278863, 3272.93517329033, 3455.58522528842, 47.2765491773345, 94.4059011235887, 79.0609524660301
904, 2278.86687129273, 492.293316795351, 3272.93517329033, 3455.58522528842, 38.8514237032912, 77.4520179629729, 79.0609524660301
905, 2187.23520178422, 441.877750662526, 3272.93517329033, 3455.58522528842, 35.9710820406024, 71.6582241087708, 79.0609524660301
906, 2823.77870532004, 837.296416397416, 3272.93517329033, 3455.58522528842, 59.2127463843046, 118.441034069399, 79.0609524660301
907, 3009.28662754991, 953.252850778387, 3272.93517329033, 3455.58522528842, 67.3979612448706, 134.923987467828, 79.0609524660301
908, 2887.00895587243, 874.525768587677, 3272.93517329033, 3455.58522528842, 61.922197261841, 123.894806423749, 79.0609524660301
909, 2780.58449337779, 806.334191935134, 3272.93517329033, 3455.58522528842, 57.3870546897649, 114.76188537752, 79.0609524660301
910, 2642.41899239466, 718.268837597642, 3272.93517329033, 3455.58522528842, 51.8162254149531, 103.543438252738, 79.0609524660301
911, 2439.88852156791, 593.445562593999, 3272.93517329033, 3455.58522528842, 44.2957866299953, 88.408392063082, 79.0609524660301
912, 2171.61423969046, 432.143487899473, 3272.93517329033, 3455.58522528842, 35.493968497004, 70.6984134883526, 79.0609524660301
913, 1950.35488985691, 308.999404248733, 3272.93517329033, 3455.58522528842, 29.4656864046811, 58.5696576326524, 79.0609524660301
914, 1802.44953571309, 217.933275708862, 3272.93517329033, 3455.58522528842, 25.6989507715925, 50.9963112537784, 79.0609524660301
915, 1725.12375024792, 170.550604686929, 3272.93517329033, 3455.58522528842, 23.8891190052053, 47.3582733638516, 79.0609524660301
916, 1686.38850185046, 146.865379932789, 3272.93517329033, 3455.58522528842, 23.0238395761506, 45.6192846565181, 79.0609524660301
917, 1684.85106428065, 145.934237665532, 3272.93517329033, 3455.58522528842, 22.9897644997454, 45.5506741083371, 79.0609524660301
918, 1709.51814097529, 161.012181766667, 3272.93517329033, 3455.58522528842, 23.5368903649557, 46.6502153274933, 79.0609524660301
919, 1810.09104854936, 222.625663259213, 3272.93517329033, 3455.58522528842, 25.8836046994522, 51.3674625175247, 79.0609524660301
920, 1939.0153254607, 301.996985474246, 3272.93517329033, 3455.58522528842, 29.1626983644828, 57.9604148705752, 79.0609524660301
921, 2151.53970568237, 433.774802532329, 3272.93517329033, 3455.58522528842, 35.237329099763, 70.178990180217, 79.0609524660301
922, 2361.96353382507, 558.803695440168, 3272.93517329033, 3455.58522528842, 42.089616677072, 83.9799905172383, 79.0609524660301
923, 2544.76120592991, 670.802660191833, 3272.93517329033, 3455.58522528842, 48.672712826332, 97.2344341863752, 79.0609524660301
924, 2616.73056530144, 713.130892387468, 3272.93517329033, 3455.58522528842, 51.4321346480591, 102.788509782165, 79.0609524660301
925, 2625.33391899346, 718.60037142182, 3272.93517329033, 3455.58522528842, 51.7685867358004, 103.465392415117, 79.0609524660301
926, 2555.42056662781, 674.21000973541, 3272.93517329033, 3455.58522528842, 49.067744933062, 98.0277655053389, 79.0609524660301
927, 2484.22671588497, 629.14194242616, 3272.93517329033, 3455.58522528842, 46.4119229236088, 92.6811176738509, 79.0609524660301
928, 2460.54912778993, 614.179683121566, 3272.93517329033, 3455.58522528842, 45.5502192579262, 90.9466425498925, 79.0609524660301
929, 2463.44066878949, 616.010535975707, 3272.93517329033, 3455.58522528842, 45.6543268289287, 91.1559403051453, 79.0609524660301
930, 2736.37362360571, 778.05720519516, 3272.93517329033, 3455.58522528842, 55.5594895263877, 111.083221622267, 79.0609524660301
931, 3041.79826890556, 974.202900256755, 3272.93517329033, 3455.58522528842, 68.8916585155094, 137.933641799369, 79.0609524660301
932, 2975.81899788735, 931.618237487891, 3272.93517329033, 3455.58522528842, 65.8624372852136, 131.832279165856, 79.0609524660301
933, 2864.40047914362, 859.972914580646, 3272.93517329033, 3455.58522528842, 60.9337590717809, 121.90559297054, 79.0609524660301
934, 2692.50119731122, 750.083743743682, 3272.93517329033, 3455.58522528842, 53.789037230732, 107.518534201944, 79.0609524660301
935, 2422.45705356595, 582.429679119312, 3272.93517329033, 3455.58522528842, 43.6791548937731, 87.1684887339902, 79.0609524660301
936, 2096.23373973138, 385.258742593631, 3272.93517329033, 3455.58522528842, 33.2544359483793, 66.1934322164691, 79.0609524660301
937, 1865.922210856, 260.296418461785, 3272.93517329033, 3455.58522528842, 27.2513473925104, 54.1213244558277, 79.0609524660301
938, 1745.19158015096, 186.199484627863, 3272.93517329033, 3455.58522528842, 24.3295681890322, 48.2473838976449, 79.0609524660301
939, 1692.65990247013, 154.069831976039, 3272.93517329033, 3455.58522528842, 23.1417662677488, 45.86000211627, 79.0609524660301
940, 1696.7802521095, 156.594934263429, 3272.93517329033, 3455.58522528842, 23.2327375106903, 46.0426667812828, 79.0609524660301
941, 1735.50068198292, 180.273361486558, 3272.93517329033, 3455.58522528842, 24.1062612269756, 47.7983535763332, 79.0609524660301
942, 1920.71030032671, 294.04673988895, 3272.93517329033, 3455.58522528842, 28.6652899210374, 56.9642861237266, 79.0609524660301
943, 2276.304313667, 508.376449060535, 3272.93517329033, 3455.58522528842, 39.2071587861051, 78.183387101065, 79.0609524660301
944, 2508.71161537088, 647.980326528392, 3272.93517329033, 3455.58522528842, 47.3228086752246, 94.5172600925533, 79.0609524660301
945, 2568.97422471238, 686.151704838664, 3272.93517329033, 3455.58522528842, 49.5938470923583, 99.0890336020069, 79.0609524660301
946, 2634.0324844728, 724.132587234632, 3272.93517329033, 3455.58522528842, 52.1121085585204, 104.1576271696, 79.0609524660301
947, 2637.95287217457, 726.62622138938, 3272.93517329033, 3455.58522528842, 52.2661252906597, 104.467233229162, 79.0609524660301
948, 2605.92739358811, 706.2626597293, 3272.93517329033, 3455.58522528842, 51.0105841529446, 101.939671348319, 79.0609524660301
949, 2566.6467936031, 681.325006438473, 3272.93517329033, 3455.58522528842, 49.4961115200277, 98.8905623829714, 79.0609524660301
950, 2524.63116305856, 654.69703083118, 3272.93517329033, 3455.58522528842, 47.9083249445001, 95.6939661221992, 79.0609524660301
951, 2473.73049001653, 622.500064678031, 3272.93517329033, 3455.58522528842, 46.0295016675119, 91.9117437803703, 79.0609524660301
952, 2430.44333300831, 595.176282282122, 3272.93517329033, 3455.58522528842, 44.4697300596497, 88.7718506214445, 79.0609524660301
953, 2471.98260548068, 621.413280074321, 3272.93517329033, 3455.58522528842, 45.9636887111001, 91.7782928799385, 79.0609524660301
954, 2760.66984563777, 790.16706736098, 3272.93517329033, 3455.58522528842, 56.527402064037, 113.036645630093, 79.0609524660301
955, 3168.04859160837, 1037.55393006338, 3272.93517329033, 3455.58522528842, 73.891378423125, 147.99250315399, 79.0609524660301
956, 3175.26337415536, 1042.23673345468, 3272.93517329033, 3455.58522528842, 74.2386527801443, 148.691883282929, 79.0609524660301
957, 3058.43266533435, 966.576394989139, 3272.93517329033, 3455.58522528842, 68.725551294573, 137.583562549639, 79.0609524660301
958, 2830.34863025039, 826.724027341562, 3272.93517329033, 3455.58522528842, 58.7402210880714, 117.470067547515, 79.0609524660301
959, 2479.56264861369, 617.557550634761, 3272.93517329033, 3455.58522528842, 45.1943300354764, 90.1835107140339, 79.0609524660301
960, 2101.96521667759, 398.987499777005, 3272.93517329033, 3455.58522528842, 33.398416799727, 66.468390809928, 79.0609524660301
961, 1881.73887873093, 273.430955791117, 3272.93517329033, 3455.58522528842, 27.6504893676668, 54.9220610873983, 79.0609524660301
962, 1755.67869523388, 196.025850200666, 3272.93517329033, 3455.58522528842, 24.5640980492143, 48.7176041637509, 79.0609524660301
963, 1705.39700715641, 165.259886283976, 3272.93517329033, 3455.58522528842, 23.4143767966164, 46.4068843394212, 79.0609524660301
964, 1695.46859768749, 159.199815453409, 3272.93517329033, 3455.58522528842, 23.1924541992538, 45.9607289261555, 79.0609524660301
965, 1749.42574907236, 192.204160015798, 3272.93517329033, 3455.58522528842, 24.4180976007701, 48.4239228373595, 79.0609524660301
966, 1934.29991289098, 305.826019466573, 3272.93517329033, 3455.58522528842, 29.0236161397781, 57.6829063830114, 79.0609524660301
967, 2320.50620765158, 536.082922460351, 3272.93517329033, 3455.58522528842, 40.6769067739055, 81.1407706988256, 79.0609524660301
968, 2612.03402841188, 710.145915111192, 3272.93517329033, 3455.58522528842, 51.2485345966372, 102.418837360268, 79.0609524660301
969, 2642.81760970151, 729.72222985781, 3272.93517329033, 3455.58522528842, 52.457956657592, 104.853166999631, 79.0609524660301
970, 2719.00380726513, 766.977186305116, 3272.93517329033, 3455.58522528842, 54.8540961329889, 109.662876557957, 79.0609524660301
971, 2788.97637898469, 811.660040102875, 3272.93517329033, 3455.58522528842, 57.7298829322493, 115.453413428637, 79.0609524660301
972, 2793.68988261948, 814.674836078505, 3272.93517329033, 3455.58522528842, 57.9269936861517, 115.850373754898, 79.0609524660301
973, 2769.21745540842, 799.028284762168, 3272.93517329033, 3455.58522528842, 56.9093337081674, 113.801514844655, 79.0609524660301
974, 2755.53611203321, 790.288595928641, 3272.93517329033, 3455.58522528842, 56.3444866074937, 112.663973945315, 79.0609524660301
975, 2741.88841047436, 781.575069089663, 3272.93517329033, 3455.58522528842, 55.7848556746372, 111.537096322998, 79.0609524660301
976, 2719.8298452127, 767.501457594583, 3272.93517329033, 3455.58522528842, 54.887979258746, 109.731289834779, 79.0609524660301
977, 2813.03882869722, 827.056192435781, 3272.93517329033, 3455.58522528842, 58.7401568373883, 117.487802153773, 79.0609524660301
978, 3103.80619619424, 1014.33240402316, 3272.93517329033, 3455.58522528842, 71.8145509034832, 143.821532072487, 79.0609524660301
979, 3356.23296664565, 1156.80760927923, 3356.23296664565, 3550.0005029979, 83.267189990584, 166.907541555594, 83.267189990584
980, 3292.24092901068, 1114.99775838941, 3356.23296664565, 3550.0005029979, 79.9992946613402, 160.322456342382, 83.267189990584
981, 3162.40760680403, 1030.51123784646, 3356.23296664565, 3550.0005029979, 73.6072886475974, 147.443139314932, 83.267189990584
982, 2939.47150577164, 896.707318948401, 3356.23296664565, 3550.0005029979, 63.4234735024328, 126.901570562657, 83.267189990584
983, 2588.93873834869, 676.461453991985, 3356.23296664565, 3550.0005029979, 49.1739523372174, 98.2111873284431, 83.267189990584
984, 2190.77786349064, 447.482619635523, 3356.23296664565, 3550.0005029979, 36.0667500657408, 71.8328054102131, 83.267189990584
985, 1924.05193137431, 296.134896706917, 3356.23296664565, 3550.0005029979, 28.7556260420576, 57.1450134403333, 83.267189990584
986, 1797.22015095561, 218.109228086785, 3356.23296664565, 3550.0005029979, 25.5580982743641, 50.7163459017496, 83.267189990584
987, 1738.04963915481, 181.842968494629, 3356.23296664565, 3550.0005029979, 24.1673913914123, 47.9209026647217, 83.267189990584
988, 1729.58150311555, 176.669195791119, 3356.23296664565, 3550.0005029979, 23.9731467953278, 47.530279985142, 83.267189990584
989, 1769.99766832863, 201.423052291804, 3356.23296664565, 3550.0005029979, 24.9097619843234, 49.4128332032336, 83.267189990584
990, 1935.1799318815, 303.000135929638, 3356.23296664565, 3550.0005029979, 29.0505496734525, 57.7381980237162, 83.267189990584
991, 2302.47674527522, 524.775857408499, 3356.23296664565, 3550.0005029979, 40.0731159459372, 79.9259262929545, 83.267189990584
992, 2584.26859925823, 695.817446605254, 3356.23296664565, 3550.0005029979, 50.1764467858858, 100.263471679042, 83.267189990584
993, 2595.96774513751, 699.939162391365, 3356.23296664565, 3550.0005029979, 50.6236282556752, 101.160634125458, 83.267189990584
994, 2608.26920936047, 707.75363148291, 3356.23296664565, 3550.0005029979, 51.1006361533025, 102.120470470319, 83.267189990584
995, 2596.22796226806, 700.103296439753, 3356.23296664565, 3550.0005029979, 50.6333279387589, 101.179865306284, 83.267189990584
996, 2562.42643676314, 678.649860050802, 3356.23296664565, 3550.0005029979, 49.3349567561264, 98.5660388699437, 83.267189990584
997, 2526.34210399985, 655.78241574694, 3356.23296664565, 3550.0005029979, 47.9721762577087, 95.822440556779, 83.267189990584
998, 2481.12803561394, 627.177354903005, 3356.23296664565, 3550.0005029979, 46.2994083172103, 92.4550172085627, 83.267189990584
999, 2455.60880678488, 611.060479243201, 3356.23296664565, 3550.0005029979, 45.3717116676651, 90.5873241141124, 83.267189990584
1000, 2434.58196734545, 597.792299054148, 3356.23296664565, 3550.0005029979, 44.616807295442, 89.0676777930488, 83.267189990584
1001, 2484.32256005535, 629.210503049078, 3356.23296664565, 3550.0005029979, 46.414133886428, 92.6849820532921, 83.267189990584
1002, 2688.97796781175, 747.84299124169, 3356.23296664565, 3550.0005029979, 53.6480878441017, 107.234593139233, 83.267189990584
1003, 3064.12173874965, 988.637911951147, 3356.23296664565, 3550.0005029979, 69.9354851070143, 140.036280999186, 83.267189990584
1004, 3040.38763737676, 973.290525886238, 3356.23296664565, 3550.0005029979, 68.8272823020508, 137.804525976839, 83.267189990584
1005, 2935.6428392959, 905.743970369214, 3356.23296664565, 3550.0005029979, 64.0581896196173, 128.198370153484, 83.267189990584
1006, 2733.39592833372, 776.15719397376, 3356.23296664565, 3550.0005029979, 55.4381604711995, 110.838915922275, 83.267189990584
1007, 2420.72001131274, 581.335939436506, 3356.23296664565, 3550.0005029979, 43.6184792015253, 87.0463719740636, 83.267189990584
1008, 2079.37126023534, 374.790869872734, 3356.23296664565, 3550.0005029979, 32.7676845636962, 65.2143674589279, 83.267189990584
1009, 1818.4343077348, 234.483022887863, 3356.23296664565, 3550.0005029979, 26.0620242958931, 51.7293736755946, 83.267189990584
1010, 1698.22984320199, 160.864679531176, 3356.23296664565, 3550.0005029979, 23.2521004355988, 46.0812410920077, 83.267189990584
1011, 1643.00037421381, 127.157711991298, 3356.23296664565, 3550.0005029979, 22.0497384071234, 43.665002977887, 83.267189990584
1012, 1630.60087833866, 119.608564821071, 3356.23296664565, 3550.0005029979, 21.7870758003174, 43.1370431051512, 83.267189990584
