Time,PV1,PV2,PV3
11.10694444,108.1,0.726,217.2
11.10833333,110.9,0.688,113
11.10972222,41.13,0.724,121.3
11.11111111,61.02,0.759,84.3
11.1125,48.85,0.82,158.8
11.11388889,85.6,0.772,192
11.11527778,103,0.748,219.7
11.11666667,113.8,0.688,207.9
11.11805556,99.8,0.675,190.2
11.11944444,99.1,0.74,157.9
11.12083333,89.6,0.742,191
11.12222222,107,0.733,217.5
11.12361111,111.8,0.685,211.2
11.125,109.5,0.751,216.7
11.12638889,111.5,0.733,81.4
11.12777778,32.34,0.788,69.39
11.12916667,29.58,0.806,69.03
11.13055556,30.35,0.786,69.03
11.13194444,30,0.781,69.03
11.13333333,30.07,0.776,70.8
11.13472222,31.1,0.811,72
11.13611111,32.07,0.818,73.8
11.1375,33.22,0.801,75.9
11.13888889,34.43,0.779,78.3
11.14027778,36.09,0.8,81
11.14166667,37.84,0.79,83.9
11.14305556,39.43,0.815,86
11.14444444,41.38,0.794,88.8
11.14583333,43.26,0.775,94.2
11.14722222,46.89,0.781,102.2
11.14861111,52.71,0.778,153.8
11.15,89.6,0.79,248.3
11.15138889,128.7,0.7,247.3
11.15277778,127.7,0.717,100.7
11.15416667,47.99,0.781,93
11.15555556,44.17,0.791,88.2
11.15694444,41.88,0.804,87.6
11.15833333,42.1,0.806,110.4
11.15972222,94.1,0.783,109.1
11.16111111,54.86,0.797,140
11.1625,92.5,0.737,154.4
11.16388889,91.3,0.744,142
11.16527778,79.2,0.769,183.5
11.16666667,116.2,0.691,238.3
11.16805556,122.7,0.666,163.2
11.16944444,86.6,0.777,231.8
11.17083333,120.8,0.682,229.2
11.17222222,119.5,0.727,227.2
11.17361111,118.8,0.722,227.3
11.175,118.5,0.729,227.5
11.17638889,118.8,0.726,174.1
11.17777778,87.9,0.725,134
11.17916667,74.4,0.772,214.1
11.18055556,114.1,0.693,171.4
11.18194444,92,0.734,197.9
11.18333333,109.7,0.736,230.6
11.18472222,119.5,0.721,199.4
11.18611111,84.1,0.704,83.4
11.1875,38.45,0.791,81
11.18888889,36.88,0.784,81
11.19027778,37.77,0.787,82.8
11.19166667,38.54,0.796,101.7
11.19305556,60.21,0.78,200.1
11.19444444,115.7,0.706,229.9
11.19583333,118.8,0.724,229.4
11.19722222,119,0.738,229.4
11.19861111,119,0.733,228.6
11.2,118.4,0.731,228.2
11.20138889,118.2,0.729,228.1
11.20277778,117.9,0.727,226.9
11.20416667,117.4,0.695,227.5
11.20555556,117,0.726,226.6
11.20694444,116.7,0.724,226.3
11.20833333,115.5,0.739,226.9
11.20972222,116.3,0.724,227.5
11.21111111,116.6,0.73,229.9
11.2125,116.3,0.732,202.6
11.21388889,108.9,0.751,234.1
11.21527778,117.7,0.703,121.5
11.21666667,76.9,0.768,120.7
11.21805556,47.58,0,103.1
11.21944444,42.55,0.775,151.3
11.22083333,84.2,0.736,98.4
11.22222222,51.47,0.755,88.7
11.22361111,52.46,0.783,235.3
11.225,119.7,0.666,231.5
11.22638889,96.6,0.686,106.3
11.22777778,87.6,0.756,236.5
11.22916667,119.6,0.669,236.3
11.23055556,119.6,0.674,234.1
11.23194444,117.1,0.745,232.7
11.23333333,117.8,0.739,233.5
11.23472222,117.3,0.746,203.4
11.23611111,98.4,0.76,95.7
11.2375,40.22,0.793,70.8
11.23888889,29.92,0.8,67.77
11.24027778,28.8,0.794,66.63
11.24166667,28.5,0.792,66.63
11.24305556,28.3,0.78,66.63
11.24444444,28.44,0.781,66.69
11.24583333,28.76,0.798,67.23
11.24722222,29.15,0.798,67.83
11.24861111,29.61,0.78,69.03
11.25,30.27,0.786,70.2
11.25138889,31.31,0.792,72.6
11.25277778,32.69,0.785,75
11.25416667,34.22,0.81,77.1
11.25555556,35.63,0.78,79.2
11.25694444,36.73,0.769,81
11.25833333,37.95,0.785,82.2
11.25972222,38.83,0.792,83.3
11.26111111,39.25,0.807,83.9
11.2625,39.51,0.812,83.1
11.26388889,39.24,0.767,82.6
11.26527778,38.99,0.796,82.2
11.26666667,38.52,0.794,81.6
11.26805556,38.66,0.777,81
11.26944444,37.86,0.787,80.4
11.27083333,37.89,0.794,82.2
11.27222222,39.37,0.8,86.8
11.27361111,45.92,0.793,112.2
11.275,73.8,0.801,135.9
11.27638889,64.83,0.73,134.1
11.27777778,65.55,0.739,84.8
11.27916667,40.22,0.796,81.6
11.28055556,38.33,0.796,78.7
11.28194444,36.13,0.777,73.9
11.28333333,33.24,0.779,70.2
11.28472222,31,0.786,65.43
11.28611111,27.87,0.806,61.23
11.2875,25.25,0.804,58.11
11.28888889,23.34,0.793,55.83
11.29027778,21.96,0.808,54.62
11.29166667,20.98,0.817,53.42
11.29305556,20.45,0.791,52.82
11.29444444,20.22,0.806,52.82
11.29583333,20.18,0.811,52.82
11.29722222,20.24,0.82,52.82
11.29861111,20.53,0.82,53.42
11.3,20.92,0.822,54.14
11.30138889,21.4,0.807,54.74
11.30277778,21.84,0.797,55.83
11.30416667,22.42,0.797,56.43
11.30555556,22.97,0.791,57.63
11.30694444,23.59,0.804,57.87
11.30833333,24.27,0.803,59.25
11.30972222,25.07,0.801,60.27
11.31111111,26.04,0.818,61.83
11.3125,27.32,0.808,64.23
11.31388889,28.9,0.791,67.83
11.31527778,31.17,0.818,72.6
11.31666667,34.65,0.78,81.5
11.31805556,45.71,0.804,203.2
11.31944444,114.9,0.76,197
11.32083333,117.8,0.76,224.7
11.32222222,125.4,0.747,237.8
11.32361111,126.7,0.754,240.8
11.325,126.4,0.759,209.1
11.32638889,118.4,0.729,241.3
11.32777778,125.7,0.76,241.3
11.32916667,125.3,0.76,240.7
11.33055556,127.3,0.682,240.7
11.33194444,124.6,0.759,238.8
11.33333333,125.1,0.751,238.3
11.33472222,123.9,0.754,238.3
11.33611111,123.6,0.755,237.8
11.3375,125,0.687,238.3
11.33888889,122.8,0.757,238.2
11.34027778,117.8,0.713,219.3
11.34166667,107.1,0.739,153.3
11.34305556,84.3,0.723,220.1
11.34444444,121.4,0.757,90.2
11.34583333,47.4,0.822,76.8
11.34722222,32.78,0.802,68.43
11.34861111,29.2,0.809,64.83
11.35,27.31,0.786,63.63
11.35138889,26.6,0.802,62.43
11.35277778,26.36,0.791,62.43
11.35416667,26.38,0.817,63.03
11.35555556,26.75,0.801,63.69
11.35694444,27.41,0.804,65.43
11.35833333,28.5,0.801,67.53
11.35972222,30,0.815,70.8
11.36111111,32.23,0.804,74.4
11.3625,34.72,0.798,79.1
11.36388889,37.02,0.805,81
11.36527778,37.96,0.815,85.7
11.36666667,42.58,0.788,90.3
11.36805556,45.64,0.785,102.3
11.36944444,71.6,0.814,231.1
11.37083333,4.417,0.944,109.1
11.37222222,54.58,0.796,132.2
11.37361111,72.2,0.748,102
11.375,50.99,0.778,99.7
11.37638889,51.09,0.775,107.4
11.37777778,59.99,0.776,177.7
11.37916667,102.3,0.746,256.6
11.38055556,129.9,0.694,255.1
11.38194444,132.1,0.742,250.4
11.38333333,131.2,0.707,249.2
11.38472222,130.4,0.718,247.1
11.38611111,129.3,0.712,245.9
11.3875,127,0.679,245.3
11.38888889,127.8,0.691,246.1
11.39027778,126.3,0.678,90
11.39166667,43.09,0.808,91.7
11.39305556,46.54,0.792,117
11.39444444,60.22,0.806,97.6
11.39583333,47.6,0.794,99
11.39722222,52.52,0.805,107.4
11.39861111,58.56,0.768,216.3
11.4,121.5,0.726,234.7
11.40138889,108.2,0.717,109.2
11.40277778,53.2,0.754,97.2
11.40416667,46.88,0.802,86.5
11.40555556,40.72,0.789,83.5
11.40694444,39.35,0.802,81.6
11.40833333,37.89,0.788,79.8
11.40972222,37.03,0.771,79.8
11.41111111,37.06,0.817,79.2
11.4125,36.66,0.805,79.2
11.41388889,36.76,0.807,79.8
11.41527778,37.57,0.781,82.7
11.41666667,39.84,0.805,88.3
11.41805556,43.74,0.774,94.2
11.41944444,48.05,0.779,123.1
11.42083333,69.36,0.77,208.7
11.42222222,124.1,0.757,252
11.42361111,131.8,0.71,213.4
11.425,125.6,0.754,170.8
11.42638889,97.5,0.753,209.4
11.42777778,110.1,0.731,245.3
11.42916667,133.1,0.744,245.7
11.43055556,128.5,0.702,261.7
11.43194444,132.1,0.752,183.1
11.43333333,105,0.689,156.9
11.43472222,90.2,0.736,128.2
11.43611111,57.15,0.793,102.6
11.4375,51.31,0.783,97.5
11.43888889,47.3,0.796,94.8
11.44027778,47.08,0.787,98.3
11.44166667,47.89,0.809,90
11.44305556,43.23,0.776,86.4
11.44444444,41.35,0.8,85.4
11.44583333,40.67,0.789,84.8
11.44722222,40.67,0.79,85.2
11.44861111,40.91,0.813,88.2
11.45,42.76,0.765,86.2
11.45138889,41.18,0.79,85.8
11.45277778,41.57,0.783,83.6
11.45416667,39.74,0.809,83.4
11.45555556,39.79,0.769,84.6
11.45694444,40.8,0.778,86
11.45833333,41.94,0.785,87.6
11.45972222,43.07,0.792,89.7
11.46111111,44.31,0.786,92.4
11.4625,45.73,0.8,93.8
11.46388889,47.01,0.776,97.4
11.46527778,50.33,0.764,214.3
11.46666667,126.7,0.763,250.9
11.46805556,130.2,0.699,120.1
11.46944444,51.57,0.75,88.5
11.47083333,42.09,0.782,82.2
11.47222222,38.39,0.782,78
11.47361111,36.29,0.786,75.6
11.475,34.68,0.811,73.2
11.47638889,33.5,0.814,71.6
11.47777778,32.5,0.778,70.8
11.47916667,32.11,0.804,70.5
11.48055556,32.08,0.804,71.4
11.48194444,32.34,0.818,72.3
11.48333333,33.33,0.807,73.9
11.48472222,34.47,0.795,76.2
11.48611111,35.89,0.821,79.2
11.4875,38.25,0.808,84
11.48888889,41.36,0.775,93.3
11.49027778,53.01,0.781,98.7
11.49166667,54.59,0.806,121.9
11.49305556,57.49,0.792,153
11.49444444,95.5,0.734,201.7
11.49583333,83.4,0,118.8
11.49722222,65.04,0.784,117.3
11.49861111,62.56,0.762,135.8
11.5,81,0.75,237.2
11.50138889,123.6,0.739,112.2
11.50277778,58.85,0.752,126.7
11.50416667,74.6,0.803,164.2
11.50555556,67.55,0,164.3
11.50694444,58.86,0.729,149.9
11.50833333,54.1,0.753,83
11.50972222,37.37,0.784,76.2
11.51111111,35.1,0.809,74.4
11.5125,33.55,0.831,72
11.51388889,32.19,0.802,66.63
11.51527778,29.02,0.806,63.63
11.51666667,27.4,0.788,62.01
11.51805556,26.66,0.805,61.23
11.51944444,26.12,0.793,60.81
11.52083333,25.96,0.819,61.11
11.52222222,26.01,0.82,60.99
11.52361111,26.09,0.798,61.23
11.525,26.11,0.795,61.23
11.52638889,26.43,0.809,61.83
11.52777778,26.87,0.805,62.43
11.52916667,27.26,0.819,63.63
11.53055556,27.94,0.819,64.83
11.53194444,28.84,0.807,66.03
11.53333333,29.71,0.819,67.47
11.53472222,30.67,0.806,69.03
11.53611111,31.53,0.781,70.8
11.5375,32.75,0.807,72
11.53888889,33.45,0.816,73.8
11.54027778,34.68,0.798,75.7
11.54166667,36.12,0.809,78.6
11.54305556,37.71,0.8,80.9
11.54444444,39.09,0.78,82.8
11.54583333,40.39,0.791,85.2
11.54722222,42.42,0.789,90.6
11.54861111,47.06,0.791,187
11.55,114.5,0.727,198.9
11.55138889,101.7,0.718,133.7
11.55277778,63.14,0.772,132.8
11.55416667,66.27,0.78,79.7
11.55555556,36.78,0.803,74.4
11.55694444,33.81,0.839,72.6
11.55833333,33.57,0.8,71.5
11.55972222,32.81,0.779,71.4
11.56111111,32.85,0.796,71.4
11.5625,33.22,0.808,73.8
11.56388889,34.83,0.791,123.3
11.56527778,84.2,0.774,82.8
11.56666667,41.46,0.773,79.8
11.56805556,38.43,0.815,82.8
11.56944444,40.91,0.804,87.8
11.57083333,47.37,0.809,117.8
11.57222222,49.22,0.76,81.4
11.57361111,38.85,0.785,81
11.575,40.13,0.787,92.8
11.57638889,50.32,0.785,106.1
11.57777778,43.43,0.776,82.8
11.57916667,39.25,0.801,81.4
11.58055556,40.76,0.806,82.9
11.58194444,36.8,0.768,71.9
11.58333333,32.68,0.807,69.03
11.58472222,31.4,0.783,68.43
11.58611111,30.91,0.807,67.23
11.5875,30.53,0.795,66.87
11.58888889,30.14,0.785,66.63
11.59027778,29.78,0.783,66.03
11.59166667,29.56,0.806,65.43
11.59305556,29.44,0.794,65.43
11.59444444,29.47,0.811,65.43
11.59583333,29.52,0.804,66.03
11.59722222,29.7,0.786,66.63
11.59861111,30.1,0.821,67.23
11.6,30.73,0.809,68.43
11.60138889,31.3,0.775,70.4
11.60277778,33.09,0.799,75.6
11.60416667,37.31,0.822,109.8
11.60555556,79.2,0.752,198.9
11.60694444,108,0.689,145.7
11.60833333,77.3,0.736,93.6
11.60972222,46.5,0.806,83.6
11.61111111,40.54,0.804,85.2
11.6125,43.19,0.791,109.4
11.61388889,65.29,0.759,115.2
11.61527778,67.4,0.759,129.1
11.61666667,64.47,0.79,82.6
11.61805556,38.35,0.801,74
11.61944444,34.03,0.81,70.8
11.62083333,32.39,0.788,69.03
11.62222222,31.3,0.819,67.83
11.62361111,30.66,0.817,67.22
11.625,30.23,0.786,66.62
11.62638889,29.95,0.796,66.02
11.62777778,29.7,0.81,66.08
11.62916667,29.9,0.814,66.62
11.63055556,30.28,0.787,67.22
11.63194444,30.8,0.798,68.19
11.63333333,31.09,0.817,68.91
11.63472222,31.45,0.776,69.63
11.63611111,32.23,0.786,70.8
11.6375,32.9,0.82,72
11.63888889,33.89,0.809,73.8
11.64027778,35.07,0.791,76.2
11.64166667,36.21,0.777,76.8
11.64305556,36.69,0.783,78
11.64444444,37.66,0.789,81
11.64583333,40.06,0.78,134
11.64722222,56.06,0.805,84.8
11.64861111,41.87,0.8,83.7
11.65,41.04,0.813,84.9
11.65138889,42.9,0.79,253.9
11.65277778,136.3,0.716,95.2
11.65416667,46.08,0.787,111.9
11.65555556,51.88,0.751,81.4
11.65694444,38.84,0.786,81.6
11.65833333,40.09,0.787,88.4
11.65972222,47,0.817,143.1
11.66111111,91.4,0.778,120.2
11.6625,60.66,0.787,133.7
11.66388889,84.7,0.754,202.6
11.66527778,127.4,0.747,209.5
11.66666667,122.3,0.713,203.4
11.66805556,116.5,0.763,157.6
11.66944444,74.7,0.76,81.6
11.67083333,40.53,0.796,73.2
11.67222222,33.17,0.816,69.69
11.67361111,31.47,0.786,69.03
11.675,31.22,0.812,70.2
11.67638889,32.78,0.792,103.4
11.67777778,53.4,0.799,78.3
11.67916667,35.62,0.769,75.6
11.68055556,35.65,0.81,78.6
11.68194444,36.08,0.788,100.1
11.68333333,65.72,0.789,78.1
11.68472222,33.35,0.791,74.6
11.68611111,29.59,0.782,64.22
11.6875,30.28,0.824,62.42
11.68888889,26.45,0.799,60.2
11.69027778,25.47,0.813,59.48
11.69166667,24.96,0.819,59.24
11.69305556,24.71,0.805,58.34
11.69444444,24.49,0.81,58.82
11.69583333,24.39,0.808,58.58
11.69722222,24.31,0.809,58.46
11.69861111,24.34,0.805,58.76
11.7,24.51,0.814,58.94
11.70138889,25.04,0.81,59.84
11.70277778,25.6,0.815,61.22
11.70416667,26.6,0.809,62.42
11.70555556,27.45,0.817,64.22
11.70694444,28.64,0.791,66.2
11.70833333,29.98,0.812,68.43
11.70972222,31.53,0.793,71.4
11.71111111,33.21,0.811,74.2
11.7125,34.61,0.838,77.4
11.71388889,37.39,0.782,82.8
11.71527778,41.74,0.787,93
11.71666667,52.73,0.814,206.1
11.71805556,107.5,0.757,115
11.71944444,53.23,0.796,153.1
11.72083333,69.42,0.779,143.1
11.72222222,74.7,0.744,101.1
11.72361111,50.07,0.795,93
11.725,46.54,0.787,93
11.72638889,46.91,0.806,97.2
11.72777778,49.01,0.788,101.1
11.72916667,49.3,0.798,101.4
11.73055556,51.36,0.773,120.8
11.73194444,68.57,0.752,124.4
11.73333333,93.9,0.774,262.8
11.73472222,138,0.757,189.1
11.73611111,117.9,0.766,115.5
11.7375,58.63,0.792,108.6
11.73888889,58.03,0.753,112.2
11.74027778,54.66,0.777,102.6
11.74166667,52.22,0.782,101.3
11.74305556,51.65,0.781,108.3
11.74444444,55.02,0.774,111.1
11.74583333,58.24,0.806,133
11.74722222,77.1,0.732,150.5
11.74861111,75.4,0.771,119.7
11.75,54.48,0.779,98.3
11.75138889,48.33,0.764,88.2
11.75277778,42.03,0.801,83.2
11.75416667,39.22,0.783,80.4
11.75555556,37.64,0.774,78.6
11.75694444,36.68,0.797,76.8
11.75833333,35.36,0.811,75
11.75972222,34.38,0.818,73.8
11.76111111,33.82,0.818,72.6
11.7625,33.21,0.816,72
11.76388889,32.94,0.803,71.4
11.76527778,32.64,0.796,71.4
11.76666667,32.56,0.794,71.4
11.76805556,32.52,0.806,71.4
11.76944444,32.53,0.793,71.4
11.77083333,32.7,0.816,71.4
11.77222222,32.89,0.801,71.9
11.77361111,33.17,0.807,72.6
11.775,33.5,0.818,73.8
11.77638889,34.43,0.794,76.2
11.77777778,36.7,0.812,87.1
11.77916667,44.26,0.769,93
11.78055556,48.52,0.775,114
11.78194444,55.28,0.795,144.9
11.78333333,94.3,0.794,227.8
11.78472222,125.5,0.751,243.1
11.78611111,128.5,0.681,243.1
11.7875,126.6,0.663,243.3
11.78888889,128.3,0.68,220.8
11.79027778,115.8,0.767,102.8
11.79166667,38.1,0.751,78
11.79305556,36.7,0.788,78
11.79444444,36.63,0.795,78.6
11.79583333,37.44,0.812,86
11.79722222,42.86,0.791,79.2
11.79861111,37.39,0.811,81.4
11.8,39.19,0.793,105.6
11.80138889,74.5,0.779,113.7
11.80277778,5.287,0,76.2
11.80416667,34.71,0.8,72.1
11.80555556,32.89,0.785,71.4
11.80694444,32.54,0.8,71.6
11.80833333,32.69,0.775,73.8
11.80972222,34.67,0.793,74.4
11.81111111,34.88,0.8,73.2
11.8125,33.53,0.783,73.2
11.81388889,33.79,0.808,73.2
11.81527778,33.58,0.798,72.1
11.81666667,33.08,0.814,72
11.81805556,33,0.809,72
11.81944444,33.05,0.816,72.6
11.82083333,33.25,0.816,72.6
11.82222222,33.49,0.778,73.2
11.82361111,33.74,0.782,73.3
11.825,33.94,0.787,73.8
11.82638889,34.16,0.791,73.8
11.82777778,34.33,0.796,74.4
11.82916667,34.5,0.799,74.4
11.83055556,34.63,0.779,75
11.83194444,35.21,0.801,76.1
11.83333333,35.6,0.814,77.4
11.83472222,36.67,0.789,79.2
11.83611111,37.9,0.803,81
11.8375,38.78,0.815,81.6
11.83888889,39.3,0.817,83
11.84027778,40.35,0.803,84.6
11.84166667,41.59,0.782,89.9
11.84305556,66.29,0.775,91.4
11.84444444,46.47,0.797,88.6
11.84583333,42.56,0.751,82.8
11.84722222,39.36,0.778,80.4
11.84861111,38.38,0.802,79.8
11.85,38.14,0.81,79.8
11.85138889,38.17,0.809,79.2
11.85277778,37.27,0.783,76.8
11.85416667,35.86,0.774,75.6
11.85555556,35.29,0.802,74
11.85694444,33.95,0.824,71.4
11.85833333,32.38,0.789,69.03
11.85972222,30.92,0.781,67.23
11.86111111,29.7,0.81,65.13
11.8625,28.58,0.8,63.63
11.86388889,27.68,0.801,62.43
11.86527778,26.97,0.804,61.23
11.86666667,26.2,0.816,60.08
11.86805556,25.68,0.812,60.02
11.86944444,25.18,0.792,59.3
11.87083333,24.99,0.799,59
11.87222222,24.82,0.791,59.42
11.87361111,24.82,0.789,59.06
11.875,24.87,0.793,59.36
11.87638889,25.1,0.798,59.72
11.87777778,25.34,0.791,59.84
11.87916667,25.65,0.801,60.02
11.88055556,26.02,0.805,60.62
11.88194444,26.32,0.81,61.28
11.88333333,26.69,0.792,61.88
11.88472222,27.1,0.803,62.42
11.88611111,27.42,0.811,63.02
11.8875,27.93,0.805,63.62
11.88888889,28.23,0.791,64.22
11.89027778,28.7,0.814,65.3
11.89166667,29.25,0.81,66.02
11.89305556,29.8,0.795,67.23
11.89444444,30.29,0.783,67.83
11.89583333,30.93,0.807,68.91
11.89722222,31.37,0.815,69.09
11.89861111,31.86,0.824,70.2
11.9,32.48,0.819,71.4
11.90138889,33.24,0.808,72.6
11.90277778,33.92,0.818,73.9
11.90416667,35.08,0.811,76.2
11.90555556,36.38,0.819,79.4
11.90694444,38.28,0.81,82.9
11.90833333,41.33,0.806,96
11.90972222,50.8,0.799,132
11.91111111,73.7,0.754,84.8
11.9125,41.14,0.814,82.7
11.91388889,40.2,0.8,82.2
11.91527778,39.84,0.802,82.2
11.91666667,39.66,0.787,81.6
11.91805556,39.41,0.78,81
11.91944444,38.99,0.81,80.4
11.92083333,38.46,0.816,79.8
11.92222222,38.12,0.799,78.6
11.92361111,37.57,0.792,78
11.925,36.88,0.813,76.2
11.92638889,35.67,0.818,73.8
11.92777778,34.44,0.781,72.6
11.92916667,33.77,0.782,72
11.93055556,33.4,0.805,71
11.93194444,32.77,0.786,69.69
11.93333333,32,0.787,69.03
11.93472222,31.26,0.766,68.43
11.93611111,31.25,0.804,68.01
11.9375,30.88,0.793,67.83
11.93888889,30.76,0.798,67.35
11.94027778,30.5,0.786,67.23
11.94166667,30.44,0.787,67.23
11.94305556,30.34,0.819,67.23
11.94444444,30.28,0.788,67.23
11.94583333,30.35,0.797,67.23
11.94722222,30.29,0.788,67.23
11.94861111,30.42,0.802,67.23
11.95,30.43,0.793,67.23
11.95138889,30.51,0.821,67.23
11.95277778,30.55,0.819,67.35
11.95416667,30.73,0.79,67.83
11.95555556,30.85,0.793,67.83
11.95694444,31.05,0.811,68.43
11.95833333,31.2,0.812,68.43
11.95972222,31.5,0.787,69.03
11.96111111,31.94,0.787,70.2
11.9625,32.68,0.788,71.4
11.96388889,33.63,0.808,72.6
11.96527778,34.27,0.811,73.8
11.96666667,34.61,0.79,74.4
11.96805556,34.9,0.827,75
11.96944444,35.66,0.796,75.8
11.97083333,36.01,0.821,76.8
11.97222222,36.44,0.817,77.2
11.97361111,36.85,0.782,78
11.975,37.25,0.79,78
11.97638889,37.36,0.818,78.6
11.97777778,37.61,0.783,78.6
11.97916667,37.91,0.795,78.6
11.98055556,38.03,0.792,79.2
11.98194444,38.15,0.817,79.8
11.98333333,38.56,0.803,79.8
11.98472222,38.72,0.815,80.7
11.98611111,39.04,0.82,81.6
11.9875,39.81,0.793,83.3
11.98888889,40.97,0.792,84.8
11.99027778,42.24,0.782,87.1
11.99166667,43.63,0.801,88.8
11.99305556,44.92,0.795,90.6
11.99444444,46.38,0.792,94.1
11.99583333,47.9,0.808,97.7
11.99722222,52.42,0.776,115.4
11.99861111,66.05,0.767,133.2
12,62.54,0.738,97.2
12.00138889,48.32,0.774,89.7
12.00277778,44.4,0.807,87
12.00416667,43.04,0.771,85.9
12.00555556,42.37,0.791,84.6
12.00694444,41.57,0.816,84.1
12.00833333,40.92,0.81,82.2
12.00972222,39.84,0.789,81
12.01111111,38.89,0.817,79.8
12.0125,38.58,0.808,79.4
12.01388889,38.31,0.802,79.2
12.01527778,38.21,0.789,79.2
12.01666667,38.25,0.801,79.8
12.01805556,38.54,0.807,80.4
12.01944444,38.78,0.816,81
12.02083333,39.24,0.777,81.6
12.02222222,39.92,0.791,83.4
12.02361111,41.04,0.806,86.1
12.025,43.15,0.789,91.9
12.02638889,47.2,0.813,123.8
12.02777778,52.89,0.746,134.5
12.02916667,59.99,0.759,100.4
12.03055556,50.21,0.787,90.6
12.03194444,44.59,0.773,87.6
12.03333333,43.49,0.799,87
12.03472222,43.43,0.803,88.6
12.03611111,44.66,0.813,93.6
12.0375,49.13,0.801,104.9
12.03888889,55.2,0.807,154.6
12.04027778,79.7,0.763,90.1
12.04166667,44.52,0.804,87.2
12.04305556,43.09,0.801,87
12.04444444,43.39,0.789,88.2
12.04583333,44.4,0.814,92.4
12.04722222,47.3,0.801,100.8
12.04861111,54.3,0.812,114
12.05,65.68,0.77,140.6
12.05138889,76.9,0.776,167.7
12.05277778,80.3,0.746,167.7
12.05416667,72.8,0.755,121.4
12.05555556,65.22,0.767,164.2
12.05694444,88.7,0.779,149.9
12.05833333,4.715,0.957,93.3
12.05972222,46.45,0.789,91.8
12.06111111,46.32,0.807,108.1
12.0625,66.51,0.768,224.9
12.06388889,123.8,0.724,246.8
12.06527778,128.7,0.67,257
12.06666667,136.3,0.728,258.5
12.06805556,135,0.739,258.7
12.06944444,135.4,0.729,257.9
12.07083333,133.6,0.747,137.2
12.07222222,72.1,0.744,232.8
12.07361111,124.9,0.757,253.3
12.075,131.8,0.729,251.1
12.07638889,131.4,0.722,250.3
12.07777778,130.3,0.715,241.3
12.07916667,122.3,0.747,102.2
12.08055556,41.59,0.75,80.9
12.08194444,37.29,0.798,76.8
12.08333333,35.07,0.777,74.4
12.08472222,33.7,0.799,72.6
12.08611111,32.61,0.783,70.8
12.0875,31.63,0.786,69.03
12.08888889,30.79,0.781,68.01
12.09027778,29.94,0.82,67.11
12.09166667,29.31,0.779,65.55
12.09305556,28.64,0.796,64.23
12.09444444,27.98,0.793,63.63
12.09583333,27.44,0.796,63.03
12.09722222,27.07,0.796,61.23
12.09861111,25.8,0.784,60.03
12.1,24.73,0.799,58.83
12.10138889,24.12,0.8,57.75
12.10277778,23.46,0.821,57.02
12.10416667,23.08,0.802,56.42
12.10555556,22.7,0.819,55.82
12.10694444,22.43,0.815,55.82
12.10833333,22.24,0.795,55.34
12.10972222,22.12,0.804,55.22
12.11111111,21.95,0.823,55.22
12.1125,21.91,0.807,54.92
12.11388889,21.72,0.814,54.62
12.11527778,21.65,0.801,54.62
12.11666667,21.56,0.814,54.62
12.11805556,21.61,0.809,54.62
12.11944444,21.68,0.792,54.98
12.12083333,21.83,0.793,55.22
12.12222222,22.05,0.814,55.76
12.12361111,22.44,0.802,55.94
12.125,22.85,0.809,56.9
12.12638889,23.29,0.793,57.62
12.12777778,23.74,0.791,58.04
12.12916667,24.45,0.813,58.82
12.13055556,25.08,0.796,60.03
12.13194444,25.96,0.806,61.83
12.13333333,26.93,0.789,63.45
12.13472222,28.1,0.799,65.43
12.13611111,29.47,0.798,67.23
12.1375,30.95,0.809,70.8
12.13888889,33.55,0.809,78
12.14027778,45.29,0.788,202.8
12.14166667,4.942,0.968,83.2
12.14305556,35.58,0.779,71.4
12.14444444,32.79,0.808,70.2
12.14583333,32.42,0.806,71.4
12.14722222,33.47,0.818,75
12.14861111,36.16,0.818,110.7
12.15,93.2,0.793,245.4
12.15138889,132.4,0.69,251.5
12.15277778,133.8,0.699,253.2
12.15416667,132.8,0.715,251.3
12.15555556,133.5,0.709,249.9
12.15694444,132.5,0.717,247.9
12.15833333,130,0.685,248.7
12.15972222,129.2,0.746,248.7
12.16111111,130.8,0.715,247.9
12.1625,128.6,0.681,248.5
12.16388889,130,0.716,248.5
12.16527778,129.6,0.701,247.7
12.16666667,129.1,0.7,248.6
12.16805556,129,0.702,248
12.16944444,128.7,0.702,246.1
12.17083333,126.2,0.702,120.2
12.17222222,50.61,0.749,79.2
12.17361111,39.41,0.799,104.6
12.175,102.1,0.736,137.8
12.17638889,73.7,0.756,122.2
12.17777778,64.81,0.785,158
12.17916667,105.4,0.779,211.3
12.18055556,107.6,0.723,247.3
12.18194444,124.4,0.754,121.3
12.18333333,42.55,0.75,78.6
12.18472222,34.3,0.796,72.6
12.18611111,32.19,0.813,71.4
12.1875,31.48,0.802,70.2
12.18888889,31.07,0.788,69.63
12.19027778,30.75,0.797,69.63
12.19166667,30.6,0.785,70.8
12.19305556,31.68,0.789,75.6
12.19444444,35.48,0.783,135.2
12.19583333,66.1,0.779,182.7
12.19722222,4.406,0,76.8
12.19861111,34.13,0.792,75
12.2,34.75,0.78,124.3
12.20138889,95.6,0.795,192.3
12.20277778,102.3,0.688,91.9
12.20416667,39.26,0.791,72.6
12.20555556,31.59,0.793,68.43
12.20694444,29.51,0.796,66.63
12.20833333,28.59,0.782,65.43
12.20972222,28.1,0.795,64.83
