Time,PV1,PV2,PV3
13.30833333,80.4,0.747,214
13.30972222,94,0.769,228.7
13.31111111,121.8,0.695,128
13.3125,5.239,0,70.2
13.31388889,31.52,0.797,68.85
13.31527778,30.4,0.78,67.23
13.31666667,29.97,0.8,67.23
13.31805556,29.69,0.783,67.17
13.31944444,29.8,0.789,67.23
13.32083333,30.06,0.793,67.83
13.32222222,30.33,0.799,68.43
13.32361111,30.52,0.818,68.43
13.325,30.77,0.812,69.03
13.32638889,31.09,0.794,69.45
13.32777778,31.48,0.82,70.2
13.32916667,32.03,0.786,71.4
13.33055556,32.66,0.797,72
13.33194444,33.29,0.817,73.2
13.33333333,34.18,0.795,74.4
13.33472222,34.83,0.814,76.2
13.33611111,35.9,0.809,78
13.3375,37.07,0.805,79.8
13.33888889,38.62,0.786,83.1
13.34027778,40.49,0.814,86.5
13.34166667,43,0.795,90.6
13.34305556,46.57,0.799,103.8
13.34444444,54.95,0.766,220.4
13.34583333,124,0.741,130.5
13.34722222,65.29,0.791,121
13.34861111,58.18,0.74,113.3
13.35,63.69,0.802,125.9
13.35138889,66.95,0.752,171.2
13.35277778,98.8,0.713,206.1
13.35416667,85.5,0,94.2
13.35555556,46.56,0.777,89.2
13.35694444,43.05,0.769,85.3
13.35833333,40.62,0.776,82.8
13.35972222,39.14,0.808,81
13.36111111,38.35,0.79,79.8
13.3625,37.23,0.812,78
13.36388889,36.18,0.78,76.2
13.36527778,35.29,0.773,75.3
13.36666667,34.87,0.805,74.4
13.36805556,34.1,0.797,73.2
13.36944444,33.3,0.815,72
13.37083333,32.76,0.784,71.4
13.37222222,32.47,0.805,71.4
13.37361111,32.49,0.805,72.6
13.375,33.32,0.815,75.3
13.37638889,35.54,0.783,100.4
13.37777778,54.09,0.768,
13.37916667,,,164.7
13.38055556,81.7,0.714,166.1
13.38194444,62.05,0.75,99.8
13.38333333,62.71,0.818,165.8
13.38472222,87.2,0.768,84.5
13.38611111,36.8,0.804,84.4
13.3875,36.6,0.794,84
13.38888889,36.32,0.799,82.8
13.39027778,35.66,0.796,81.1
13.39166667,34.8,0.787,81
13.39305556,34.08,0.79,80.6
13.39444444,33.95,0.782,78.6
13.39583333,33.1,0.781,76.8
13.39722222,31.35,0.808,74.4
13.39861111,30.11,0.788,72.1
13.4,29.3,0.815,71.4
13.40138889,28.75,0.809,71.4
13.40277778,28.08,0.824,70.4
13.40416667,27.73,0.779,69.03
13.40555556,27.39,0.799,68.43
13.40694444,27.09,0.815,69.51
13.40833333,27.52,0.811,74.7
13.40972222,31.98,0.821,74.4
13.41111111,29.36,0.789,68.43
13.4125,26.37,0.793,65.96
13.41388889,24.73,0.803,64.22
13.41527778,23.94,0.797,62.48
13.41666667,23.38,0.802,61.88
13.41805556,22.85,0.815,62.12
13.41944444,22.52,0.79,61.34
13.42083333,22.1,0.799,60.32
13.42222222,21.8,0.814,60.02
13.42361111,21.51,0.808,59.9
13.425,21.28,0.799,59.6
13.42638889,20.97,0.797,58.34
13.42777778,20.76,0.813,58.22
13.42916667,20.6,0.797,58.76
13.43055556,20.47,0.819,58.82
13.43194444,20.3,0.802,57.62
13.43333333,20.12,0.817,57.62
13.43472222,20.07,0.805,58.04
13.43611111,20.03,0.808,58.22
13.4375,19.97,0.816,57.2
13.43888889,19.88,0.815,57.02
13.44027778,19.74,0.804,58.04
13.44166667,19.74,0.807,57.68
13.44305556,19.72,0.806,56.6
13.44444444,19.75,0.799,57.02
13.44583333,19.79,0.788,58.16
13.44722222,19.89,0.801,57.62
13.44861111,20.05,0.8,57.62
13.45,20.05,0.806,52.04
13.45138889,20.14,0.804,52.22
13.45277778,20.26,0.821,52.22
13.45416667,20.36,0.82,52.82
13.45555556,20.44,0.811,52.82
13.45694444,20.6,0.808,52.82
13.45833333,20.73,0.798,53.42
13.45972222,20.9,0.819,53.42
13.46111111,21.18,0.812,54.02
13.4625,21.49,0.817,54.62
13.46388889,21.94,0.824,55.82
13.46527778,22.45,0.805,56.36
13.46666667,23.19,0.82,58.22
13.46805556,24.06,0.796,59.96
13.46944444,25.42,0.817,61.88
13.47083333,27.23,0.815,66.03
13.47222222,29.39,0.785,67.41
13.47361111,30.58,0.79,76.7
13.475,57.67,0.824,218.3
13.47638889,117.2,0.671,135
13.47777778,65.49,0.785,169.4
13.47916667,82.9,0.721,71.4
13.48055556,31.95,0.779,69.03
13.48194444,30.82,0.816,68.43
13.48333333,30.75,0.784,74.2
13.48472222,36.81,0.807,82.3
13.48611111,39.96,0.796,69.63
13.4875,31.11,0.815,67.83
13.48888889,28.89,0.783,63.63
13.49027778,27.45,0.802,62.12
13.49166667,26.51,0.812,61.22
13.49305556,26.1,0.791,60.8
13.49444444,25.82,0.788,60.62
13.49583333,26.03,0.814,61.76
13.49722222,26.44,0.791,63.02
13.49861111,28,0.818,67.11
13.5,34.11,0.81,176.1
13.50138889,110.5,0.787,190.9
13.50277778,91.3,0.715,121.2
13.50416667,79.2,0.792,98.4
13.50555556,50.67,0.791,64.83
13.50694444,27.71,0.78,61.82
13.50833333,26.31,0.802,60.32
13.50972222,25.63,0.807,60.5
13.51111111,25.41,0.802,60.26
13.5125,25.31,0.8,59.96
13.51388889,25.32,0.808,60.02
13.51527778,25.37,0.802,60.14
13.51666667,25.39,0.81,60.56
13.51805556,25.53,0.814,60.32
13.51944444,25.49,0.814,60.08
13.52083333,25.54,0.807,60.08
13.52222222,25.63,0.799,60.26
13.52361111,25.68,0.802,60.62
13.525,25.81,0.809,60.62
13.52638889,25.75,0.824,60.62
13.52777778,26,0.799,60.62
13.52916667,26.12,0.819,60.74
13.53055556,26.2,0.817,61.22
13.53194444,26.31,0.789,61.22
13.53333333,26.41,0.788,61.34
13.53472222,26.55,0.793,61.82
13.53611111,26.64,0.799,61.82
13.5375,26.75,0.798,61.82
13.53888889,26.92,0.802,62.06
13.54027778,27.05,0.806,62.72
13.54166667,27.13,0.808,62.72
13.54305556,27.2,0.806,62.48
13.54444444,27.39,0.793,62.42
13.54583333,27.36,0.785,62.42
13.54722222,27.36,0.8,62.42
13.54861111,27.35,0.804,62.48
13.55,27.36,0.807,62.54
13.55138889,27.33,0.816,63.02
13.55277778,27.5,0.819,63.62
13.55416667,27.93,0.787,64.22
13.55555556,28.36,0.788,67.23
13.55694444,30.77,0.797,64.64
13.55833333,28.54,0.816,64.1
13.55972222,28.03,0.814,63.02
13.56111111,27.73,0.804,63.02
13.5625,27.91,0.806,64.16
13.56388889,28.5,0.79,65.24
13.56527778,29.22,0.805,65.42
13.56666667,29.36,0.793,64.88
13.56805556,28.91,0.814,64.22
13.56944444,28.54,0.805,64.22
13.57083333,28.56,0.791,64.22
13.57222222,28.53,0.804,64.22
13.57361111,28.61,0.794,64.22
13.575,28.47,0.789,64.22
13.57638889,28.53,0.794,64.82
13.57777778,30,0.806,123
13.57916667,89.5,0.798,163.7
13.58055556,97.5,0.759,178
13.58194444,84.7,0.73,196.8
13.58333333,115.6,0.74,221.7
13.58472222,117.6,0.675,221.5
13.58611111,118.3,0.692,220.8
13.5875,118.3,0.708,220.8
13.58888889,115.8,0.674,220.3
13.59027778,117,0.691,125.3
13.59166667,56.29,0.751,69.68
13.59305556,25.74,0.787,60.14
13.59444444,25.64,0.811,67.64
13.59583333,26.78,0.807,83.2
13.59722222,55.19,0.799,66.26
13.59861111,28.94,0.782,59.18
13.6,23.69,0.806,55.82
13.60138889,21.91,0.79,54.62
13.60277778,21.22,0.794,54.02
13.60416667,21,0.793,53.42
13.60555556,20.93,0.809,53.42
13.60694444,20.77,0.797,52.88
13.60833333,20.58,0.79,52.82
13.60972222,20.41,0.822,52.82
13.61111111,20.29,0.815,52.22
13.6125,20.11,0.791,51.62
13.61388889,20.02,0.817,51.62
13.61527778,19.91,0.797,51.62
13.61666667,19.9,0.819,51.62
13.61805556,19.83,0.787,51.62
13.61944444,19.89,0.796,51.62
13.62083333,19.96,0.801,51.68
13.62222222,20.11,0.796,52.22
13.62361111,20.26,0.809,52.34
13.625,20.45,0.815,52.82
13.62638889,20.59,0.813,52.82
13.62777778,20.72,0.81,52.82
13.62916667,20.72,0.795,52.82
13.63055556,20.77,0.816,52.82
13.63194444,20.71,0.816,52.82
13.63333333,20.67,0.812,52.76
13.63472222,20.55,0.788,52.28
13.63611111,20.45,0.808,52.28
13.6375,20.4,0.823,52.22
13.63888889,20.47,0.813,52.22
13.64027778,20.4,0.808,52.22
13.64166667,20.46,0.803,52.22
13.64305556,20.44,0.806,52.22
13.64444444,20.55,0.796,52.46
13.64583333,20.59,0.812,52.52
13.64722222,20.68,0.796,52.76
13.64861111,20.67,0.809,52.82
13.65,20.69,0.812,52.82
13.65138889,20.68,0.788,52.82
13.65277778,20.83,0.81,52.82
13.65416667,20.85,0.815,52.82
13.65555556,20.92,0.815,52.82
13.65694444,20.93,0.789,52.82
13.65833333,21.08,0.804,53.42
13.65972222,21,0.817,53.18
13.66111111,21.01,0.812,52.82
13.6625,21,0.816,52.82
13.66388889,21.01,0.805,52.82
13.66527778,20.89,0.795,52.82
13.66666667,20.91,0.82,52.82
13.66805556,20.88,0.813,52.82
13.66944444,20.8,0.801,52.82
13.67083333,20.74,0.815,52.82
13.67222222,20.65,0.786,52.82
13.67361111,20.62,0.799,52.76
13.675,20.46,0.82,52.22
13.67638889,20.38,0.794,52.22
13.67777778,20.36,0.818,52.22
13.67916667,20.24,0.806,52.22
13.68055556,20.19,0.815,51.92
13.68194444,20.2,0.809,51.62
13.68333333,20.19,0.805,51.62
13.68472222,20.15,0.8,51.68
13.68611111,20.15,0.808,51.68
13.6875,20.23,0.8,52.04
13.68888889,20.2,0.809,52.22
13.69027778,20.26,0.809,52.22
13.69166667,20.21,0.789,52.22
13.69305556,20.34,0.792,52.28
13.69444444,20.3,0.798,52.64
13.69583333,20.5,0.811,52.82
13.69722222,20.58,0.821,52.82
13.69861111,20.69,0.815,52.82
13.7,20.86,0.814,53.42
13.70138889,21.13,0.811,54.02
13.70277778,21.47,0.813,54.62
13.70416667,21.82,0.79,55.7
13.70555556,22.49,0.819,56.42
13.70694444,23.25,0.809,57.62
13.70833333,23.68,0.793,60.68
13.70972222,24,0.79,57.02
13.71111111,23.16,0.798,56.42
13.7125,22.96,0.813,56.06
13.71388889,22.82,0.816,55.82
13.71527778,22.87,0.8,56.36
13.71666667,22.97,0.805,56.42
13.71805556,23.24,0.806,57.02
13.71944444,23.59,0.82,57.5
13.72083333,23.71,0.82,57.56
13.72222222,23.87,0.799,58.22
13.72361111,24.03,0.817,58.22
13.725,24.27,0.807,58.28
13.72638889,24.34,0.783,58.82
13.72777778,24.59,0.804,58.82
13.72916667,24.65,0.812,58.82
13.73055556,24.71,0.808,58.94
13.73194444,24.79,0.811,59
13.73333333,24.83,0.812,58.88
13.73472222,24.81,0.822,59.36
13.73611111,24.97,0.818,58.88
13.7375,24.94,0.816,58.82
13.73888889,25,0.804,58.88
13.74027778,24.91,0.815,59.3
13.74166667,24.98,0.817,59.42
13.74305556,24.9,0.786,59.42
13.74444444,25.14,0.821,59.42
13.74583333,25.17,0.825,59.9
13.74722222,25.35,0.813,59.54
13.74861111,25.63,0.813,60.62
13.75,26.24,0.809,61.82
13.75138889,27.56,0.798,65.43
13.75277778,30.56,0.822,164.8
13.75416667,116.8,0.734,230
13.75555556,125,0.715,227.8
13.75694444,124.2,0.717,228.4
13.75833333,123.8,0.718,228.9
13.75972222,123.6,0.72,227.6
13.76111111,121.5,0.743,175.1
13.7625,90.7,0.717,88.1
13.76388889,36.89,0.758,80.6
13.76527778,41.26,0.808,129.1
13.76666667,85.7,0.79,202.2
13.76805556,114.1,0.735,220.9
13.76944444,115.9,0.672,222.7
13.77083333,118.8,0.7,218.7
13.77222222,116.1,0.725,216.7
13.77361111,115.3,0.684,224.2
13.775,119.2,0.707,225.4
13.77638889,119.1,0.73,225.1
13.77777778,118.5,0.707,224.5
13.77916667,118.1,0.708,223.9
13.78055556,117.5,0.705,223.9
13.78194444,117.3,0.707,223.9
13.78333333,116.9,0.725,223.3
13.78472222,116.8,0.706,223.3
13.78611111,116.6,0.705,223.3
13.7875,116.3,0.722,223.3
13.78888889,116.3,0.706,223.2
13.79027778,115.9,0.706,222.1
13.79166667,115.5,0.703,222.1
13.79305556,115.4,0.705,222.1
13.79444444,114.4,0.687,220.9
13.79583333,114.3,0.699,219.1
13.79722222,112.5,0.69,217.2
13.79861111,112.1,0.704,216.1
13.8,110.2,0.679,213.7
13.80138889,109.2,0.753,212.5
13.80277778,108.9,0.75,213.1
13.80416667,108.9,0.752,212.5
13.80555556,109.3,0.726,211.3
13.80694444,107.7,0.75,210.7
13.80833333,107.4,0.747,210.1
13.80972222,106.9,0.756,209.5
13.81111111,107,0.744,208.9
13.8125,106.8,0.742,207.7
13.81388889,106.6,0.737,207.2
13.81527778,106.2,0.737,206.5
13.81666667,105.8,0.696,206.2
13.81805556,105.6,0.733,205.9
13.81944444,105.4,0.731,205.3
13.82083333,104.4,0.748,204.9
13.82222222,104.8,0.728,204.7
13.82361111,104.6,0.729,204.9
13.825,104.2,0.726,204.3
13.82638889,104,0.727,204.1
13.82777778,102.9,0.747,203.7
13.82916667,103.5,0.724,203
13.83055556,103.5,0.723,203.5
13.83194444,103.2,0.739,186.3
13.83333333,95.3,0.733,180.3
13.83472222,95.3,0.731,181.9
13.83611111,96.4,0.748,120.7
13.8375,73.2,0.78,200.5
13.83888889,101.2,0.75,183.7
13.84027778,98.1,0.755,198.7
13.84166667,101.1,0.697,171.5
13.84305556,90.4,0.712,202.2
13.84444444,103.2,0.723,203.8
13.84583333,103.7,0.729,203.8
13.84722222,103.6,0.727,204
13.84861111,103.6,0.728,204.7
13.85,103,0.751,204
13.85138889,103.5,0.728,203.5
13.85277778,103.2,0.725,202.9
13.85416667,102.7,0.74,203.5
13.85555556,103.3,0.725,203.5
13.85694444,103.4,0.727,204.1
13.85833333,103.4,0.727,204.1
13.85972222,103.5,0.73,204.5
13.86111111,102.9,0.682,205.3
13.8625,103.7,0.732,205
13.86388889,103.6,0.731,205.7
13.86527778,103.9,0.74,207.6
13.86666667,104.6,0.742,208.6
13.86805556,97.9,0.694,126.4
13.86944444,73,0.761,189.4
13.87083333,98,0.684,205.3
13.87222222,103.2,0.682,204.9
13.87361111,104,0.732,174.6
13.875,4.177,0.929,49.82
13.87638889,16.72,0.798,46.82
13.87777778,15.65,0.789,45.62
13.87916667,14.85,0.793,44.42
13.88055556,14.38,0.805,43.82
13.88194444,14.1,0.809,43.58
13.88333333,14.01,0.794,43.22
13.88472222,13.9,0.821,43.22
13.88611111,13.85,0.81,43.22
13.8875,13.88,0.804,43.22
13.88888889,13.83,0.794,43.22
13.89027778,13.93,0.808,43.22
13.89166667,13.93,0.817,43.22
13.89305556,14.04,0.809,43.22
13.89444444,14.03,0.8,43.22
13.89583333,14.15,0.809,43.22
13.89722222,14.18,0.793,43.22
13.89861111,14.19,0.793,43.22
13.9,14.21,0.793,43.28
13.90138889,14.32,0.805,43.82
13.90277778,14.54,0.812,43.82
13.90416667,14.68,0.79,44.42
13.90555556,14.85,0.823,44.54
13.90694444,15.04,0.791,45.02
13.90833333,15.26,0.818,45.08
13.90972222,15.51,0.816,45.62
13.91111111,15.71,0.82,45.74
13.9125,16.01,0.81,46.22
13.91388889,16.31,0.808,46.82
13.91527778,16.62,0.812,47.42
13.91666667,16.89,0.804,48.02
13.91805556,17.22,0.81,48.02
13.91944444,17.43,0.801,48.62
13.92083333,17.69,0.807,48.74
13.92222222,17.92,0.82,49.22
13.92361111,18.16,0.802,49.82
13.925,18.35,0.796,49.82
13.92638889,18.6,0.802,50.42
13.92777778,18.79,0.805,50.42
13.92916667,19.04,0.816,51.02
13.93055556,19.16,0.821,51.02
13.93194444,19.39,0.797,51.02
13.93333333,19.6,0.801,51.56
13.93472222,19.6,0.797,51.62
13.93611111,19.65,0.818,51.62
13.9375,19.79,0.813,51.62
13.93888889,19.9,0.812,51.62
13.94027778,19.98,0.82,52.04
13.94166667,20.09,0.809,52.22
13.94305556,20.2,0.808,52.64
13.94444444,20.46,0.784,56.06
13.94583333,24.21,0.806,55.22
13.94722222,22.09,0.796,54.62
13.94861111,21.57,0.808,53.42
13.95,20.77,0.819,52.82
13.95138889,20.6,0.787,52.82
13.95277778,20.64,0.812,53
13.95416667,20.98,0.81,54.98
13.95555556,22.52,0.801,66.69
13.95694444,38.99,0.819,99.5
13.95833333,64.73,0.796,89.3
13.95972222,40.95,0.774,61.7
13.96111111,25.77,0.789,59.24
13.9625,24.47,0.802,58.16
13.96388889,24.66,0.793,58.22
13.96527778,24.07,0.795,61.82
13.96666667,26.06,0.818,59.42
13.96805556,25.74,0.797,61.82
13.96944444,27.07,0.787,66.63
13.97083333,32.46,0.816,108.2
13.97222222,71.3,0.791,141.5
13.97361111,84.5,0.789,205.8
13.975,104,0.771,132.4
13.97638889,76.3,0.767,121.7
13.97777778,63.87,0.767,168.4
13.97916667,104.4,0.737,211.3
13.98055556,113.3,0.757,213.1
13.98194444,113.3,0.75,213.1
13.98333333,112.9,0.684,214.3
13.98472222,113,0.757,195.9
13.98611111,110,0.721,214.8
13.9875,112.3,0.759,214.9
13.98888889,113,0.752,214.3
13.99027778,111.9,0.758,211.6
13.99166667,108.3,0.726,138.1
13.99305556,71.4,0.742,208.3
13.99444444,111.7,0.725,211.6
13.99583333,110.6,0.749,211.3
13.99722222,110.4,0.748,211.9
13.99861111,109.7,0.759,212.2
14,110.1,0.75,209.8
14.00138889,108.4,0.735,211.5
14.00277778,109.8,0.75,210.5
14.00416667,109.1,0.745,201.7
14.00555556,107.8,0.758,209.5
14.00694444,108.8,0.745,210.1
14.00833333,108.7,0.747,210.1
14.00972222,108.2,0.752,209.5
14.01111111,108.2,0.746,208.9
14.0125,107.8,0.743,208.9
14.01388889,107.6,0.742,208.3
14.01527778,107.3,0.742,207.9
14.01666667,107,0.691,207.2
14.01805556,106.9,0.738,207.1
14.01944444,106.7,0.737,206.1
14.02083333,106,0.743,205.6
14.02222222,106.3,0.734,205.9
14.02361111,106,0.733,205.3
14.025,105.7,0.732,204.9
14.02638889,105.3,0.73,204.4
14.02777778,104.2,0.746,204
14.02916667,104.5,0.725,203.2
14.03055556,104.1,0.723,202.5
14.03194444,103.3,0.736,201.7
14.03333333,103.3,0.718,201.7
14.03472222,103,0.719,201.1
14.03611111,102.7,0.716,201.1
14.0375,102.5,0.715,201.1
14.03888889,102.2,0.701,200.4
14.04027778,102.3,0.713,200.4
14.04166667,102.3,0.713,200.5
14.04305556,102.2,0.731,200.9
14.04444444,102.4,0.714,200.5
14.04583333,102.3,0.714,200.5
14.04722222,102.3,0.714,200.5
14.04861111,102.1,0.713,200.7
14.05,101.3,0.684,201.7
14.05138889,102.6,0.719,202.2
14.05277778,102.7,0.719,191.9
14.05416667,91.9,0.727,135.8
14.05555556,53.97,0.727,54.02
14.05694444,19.25,0.799,52.82
14.05833333,19.34,0.805,56.54
14.05972222,23.7,0.803,65.49
14.06111111,27.28,0.795,104.8
14.0625,54.29,0.804,50.3
14.06388889,16.85,0.8,46.82
14.06527778,15.45,0.803,45.62
14.06666667,14.8,0.798,44.42
14.06805556,14.48,0.787,44.06
14.06944444,14.26,0.82,43.82
14.07083333,14.26,0.79,43.82
14.07222222,14.35,0.811,44.42
14.07361111,14.6,0.804,45.02
14.075,15.04,0.803,45.62
14.07638889,15.4,0.796,46.22
14.07777778,15.79,0.808,46.82
14.07916667,16.2,0.818,48.02
14.08055556,16.85,0.804,49.76
14.08194444,18.12,0.805,51.62
14.08333333,19.58,0.797,62.9
14.08472222,33.71,0.836,94.5
14.08611111,40.57,0.753,57.56
14.0875,22.86,0.807,58.34
14.08888889,23.83,0.809,65.61
14.09027778,30.85,0.813,71.1
14.09166667,36.33,0.78,157.3
14.09305556,92.5,0.75,77.4
14.09444444,36.94,0.811,80.4
14.09583333,43.09,0.787,91.8
14.09722222,44.41,0.755,66.03
14.09861111,28.47,0.819,140.4
14.1,81.4,0.793,74.4
14.10138889,27.65,0.797,77.6
14.10277778,38.97,0.802,77.5
14.10416667,32.72,0.802,65.43
14.10555556,27.69,0.801,63.14
14.10694444,26.27,0.78,61.22
14.10833333,25.29,0.789,60.32
14.10972222,24.87,0.803,60.02
14.11111111,24.89,0.808,60.62
14.1125,25.19,0.786,61.22
14.11388889,25.78,0.802,61.94
14.11527778,26.47,0.813,64.22
14.11666667,27.81,0.805,66.63
14.11805556,29.43,0.796,69.69
14.11944444,31.5,0.783,87
14.12083333,53.18,0.825,151.6
14.12222222,79.2,0.766,217.1
14.12361111,114.7,0.677,217.2
14.125,111.7,0.758,200.5
14.12638889,104.3,0.697,218.5
14.12777778,114.8,0.708,213.6
14.12916667,110.1,0.749,150.3
14.13055556,85.4,0.75,208.6
14.13194444,109.4,0.766,213.6
14.13333333,110,0.757,213.7
14.13472222,110.6,0.755,214.3
14.13611111,110.4,0.677,214.9
14.1375,110.6,0.679,214.9
14.13888889,111.4,0.737,206.1
14.14027778,108.7,0.746,166.9
14.14166667,76,0.775,77
14.14305556,32.19,0.786,77.6
14.14444444,36.38,0.794,98
14.14583333,50.66,0.79,90.3
14.14722222,47.95,0.777,201.7
14.14861111,107.6,0.741,179.4
14.15,92.1,0.735,157.8
14.15138889,80.4,0.719,178.9
14.15277778,92.3,0.764,199.7
14.15416667,107.4,0.748,207.1
14.15555556,108,0.737,209.3
14.15694444,108.3,0.745,188.2
14.15833333,89.9,0.751,169.5
14.15972222,84.1,0.758,163.8
14.16111111,90.2,0.758,207.1
14.1625,107.3,0.75,184.2
14.16388889,75.3,0.755,114.5
14.16527778,54.86,0.773,110
14.16666667,50.77,0.746,94.4
14.16805556,63.31,0.816,117.6
14.16944444,59.6,0.749,133.6
14.17083333,75.3,0.731,196.7
14.17222222,104.7,0.712,203.4
14.17361111,104.5,0.712,150.4
14.175,86.6,0.761,184.5
14.17638889,98.1,0.738,201.4
14.17777778,104.6,0.713,201.7
14.17916667,104.6,0.714,200.5
14.18055556,103.5,0.707,199.3
14.18194444,102.8,0.703,198.7
14.18333333,102.8,0.73,198.1
14.18472222,102.2,0.7,198.1
14.18611111,101.6,0.697,196.9
14.1875,101.6,0.711,196.3
14.18888889,100.6,0.691,196.1
14.19027778,100.3,0.691,195.7
14.19166667,100,0.69,195.7
14.19305556,99.9,0.69,195.5
14.19444444,100,0.754,195.1
14.19583333,99.5,0.689,195.1
14.19722222,99.2,0.687,195.1
14.19861111,99.9,0.706,195.1
14.2,98.9,0.687,195
14.20138889,98.7,0.686,194.5
14.20277778,98.6,0.685,195
14.20416667,98.8,0.687,195.1
14.20555556,99.9,0.73,195.1
14.20694444,99.1,0.689,195.1
14.20833333,99.1,0.689,195.7
14.20972222,100,0.708,196.3
14.21111111,99.7,0.692,196.3
14.2125,99.9,0.694,196.6
14.21388889,100.1,0.695,197.5
14.21527778,100.7,0.7,198.1
14.21666667,100.2,0.755,198.7
14.21805556,101.2,0.704,199.3
14.21944444,101.6,0.708,200.2
14.22083333,102.1,0.725,200.5
14.22222222,102.2,0.712,201.1
14.22361111,102.4,0.713,201.7
14.225,102.9,0.717,191.1
14.22638889,95.3,0.737,185.9
14.22777778,96.2,0.759,202.6
14.22916667,103.3,0.723,202.8
14.23055556,103.4,0.722,202.9
14.23194444,103.1,0.738,203.4
14.23333333,103.5,0.724,202.9
14.23472222,103.6,0.725,203.5
14.23611111,103.6,0.726,203.5
14.2375,103.7,0.725,203.4
14.23888889,103.3,0.701,203.5
14.24027778,103.4,0.725,203.5
14.24166667,103.5,0.726,204.1
14.24305556,103.4,0.738,204.7
14.24444444,104,0.731,172.1
14.24583333,84,0.708,143.4
14.24722222,82.1,0.749,162.8
14.24861111,84.2,0.719,203.3
14.25,102.3,0.751,203.3
14.25138889,103.2,0.726,203.2
14.25277778,102.8,0.722,202.8
14.25416667,102.6,0.727,202.8
14.25555556,102.6,0.723,203.1
14.25694444,102.7,0.725,203.8
14.25833333,103,0.728,204.7
14.25972222,103.3,0.733,206.6
14.26111111,104.2,0.698,207.1
14.2625,103.8,0.743,131.6
14.26388889,61.75,0.754,88.3
14.26527778,33.34,0.785,64.77
14.26666667,25.55,0.799,60.51
14.26805556,23.83,0.787,59.13
14.26944444,23.3,0.797,59.25
14.27083333,22.97,0.796,58.23
14.27222222,22.53,0.813,57.62
14.27361111,22.1,0.792,56.42
14.275,21.85,0.783,56.42
14.27638889,21.84,0.782,56.78
14.27777778,22.05,0.795,57.38
14.27916667,22.48,0.798,58.23
14.28055556,22.96,0.787,59.43
14.28194444,23.74,0.815,63.63
14.28333333,27.97,0.794,66.63
14.28472222,32.45,0.802,100.8
14.28611111,62.71,0.808,145.3
14.2875,76.2,0.764,182.9
14.28888889,100.5,0.76,202.7
14.29027778,104.3,0.703,203.5
14.29166667,105.2,0.72,202.9
14.29305556,104.7,0.717,202.4
14.29444444,103.4,0.686,201.3
14.29583333,104.3,0.716,202.2
14.29722222,104,0.714,201.4
14.29861111,103.7,0.73,201.6
14.3,103.2,0.711,202
14.30138889,103.9,0.718,202.5
14.30277778,104.1,0.718,202.3
14.30416667,103.7,0.717,202.2
14.30555556,101.9,0.757,201.7
14.30694444,103.2,0.715,201.8
14.30833333,103.3,0.715,202
14.30972222,102.9,0.731,200.9
14.31111111,102.7,0.713,201
14.3125,102.9,0.714,200.8
14.31388889,102.9,0.714,201.7
14.31527778,103.1,0.715,196.8
14.31666667,85.2,0.763,55.22
14.31805556,20.86,0.807,54.02
14.31944444,20.11,0.791,52.82
14.32083333,19.5,0.807,52.22
14.32222222,19.19,0.814,51.62
14.32361111,19.11,0.8,51.62
14.325,19.11,0.785,51.92
14.32638889,19.33,0.788,52.82
14.32777778,19.83,0.819,53.42
14.32916667,20.69,0.814,57.5
14.33055556,23.55,0.802,60.02
14.33194444,25.96,0.794,67.59
14.33333333,26.8,0.81,66.87
14.33472222,31.12,0.79,72.6
14.33611111,37.34,0.811,154.9
14.3375,86.2,0.78,190.7
14.33888889,105.2,0.73,145.5
14.34027778,57.9,0,60.08
14.34166667,23.29,0.794,56.42
14.34305556,21.7,0.809,54.62
14.34444444,20.85,0.788,54.62
14.34583333,21.1,0.813,55.82
14.34722222,22.07,0.791,57.86
14.34861111,24.41,0.815,69.81
14.35,34.2,0.803,122.9
14.35138889,77.4,0.792,175.9
14.35277778,92.3,0.759,200.2
14.35416667,106,0.712,199
14.35555556,104.3,0.698,199.3
14.35694444,104.2,0.699,198.7
14.35833333,103.4,0.694,197.5
14.35972222,102.6,0.691,197.1
14.36111111,103.5,0.733,198.1
14.3625,103,0.695,199.3
14.36388889,104.2,0.701,111.7
14.36527778,37.52,0,63.87
14.36666667,30.81,0.813,88.4
14.36805556,51.32,0.773,55.82
14.36944444,21.29,0.786,52.1
14.37083333,19.03,0.811,49.82
14.37222222,17.91,0.793,48.62
14.37361111,17.37,0.807,48.02
14.375,17.05,0.8,47.96
14.37638889,16.81,0.812,47.42
14.37777778,16.71,0.804,47.42
14.37916667,16.67,0.8,47.36
14.38055556,16.67,0.811,47.42
14.38194444,16.66,0.821,47.42
14.38333333,16.84,0.812,47.42
14.38472222,16.87,0.801,47.42
14.38611111,16.92,0.806,47.6
14.3875,16.92,0.822,47.78
14.38888889,16.93,0.808,47.96
14.39027778,17.05,0.81,48.02
14.39166667,17.15,0.823,48.02
14.39305556,17.26,0.816,48.02
14.39444444,17.35,0.813,48.62
14.39583333,17.53,0.815,48.62
14.39722222,17.69,0.805,48.62
14.39861111,17.8,0.801,49.16
14.4,17.98,0.822,49.22
14.40138889,18.14,0.795,49.82
14.40277778,18.4,0.822,49.94
14.40416667,18.62,0.798,50.42
14.40555556,18.83,0.815,50.48
14.40694444,19,0.813,51.02
14.40833333,19.14,0.819,51.02
